,sectors,sector_budgets,type_project,budget_project,startday_project,start_year,start_month,enddate_project,end_year,end_month,duration_project,project_area,region_project,status_project
250, Commercial,1058790791316,Commercial,,,,,,,,,4000.0,RIYADH,Under the construction
251, Commercial,1058790791316,Commercial,95000000.0,1971-01-01,1971.0,1.0,1973-12-31,1973.0,12.0,1095.0,,JEDDAH,Complete
252, Commercial,1058790791316,"Commercial, Residential",,2016-12-01,2016.0,12.0,,,,,,ALKHOBAR,Under the construction
253, Commercial,1058790791316,Commercial,94506300.0,2009-01-01,2009.0,1.0,2016-11-10,2016.0,11.0,2870.0,,ALJUBAIL,Complete
254, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Under the construction
255, Commercial,1058790791316,Commercial,,2007-01-01,2007.0,1.0,2011-12-31,2011.0,12.0,1825.0,,JEDDAH,Complete
256, Commercial,1058790791316,Commercial,,2015-01-01,2015.0,1.0,,,,,,MECCA,Under the construction
257, Commercial,1058790791316,"Commercial, Residential",,2020-01-01,2020.0,1.0,,,,,,JEDDAH,Suggested projects
258, Commercial,1058790791316,Commercial,,,,,,,,,12000.0,RIYADH,Under the construction
259, Commercial,1058790791316,"Hotel, Commercial, Residential",,,,,,,,,,JEDDAH,Announced
260, Commercial,1058790791316,"Commercial, Governmental, Residential",,2010-01-01,2010.0,1.0,,,,,,RIYADH,Stumbled
261, Commercial,1058790791316,"Commercial, Governmental, Residential",,2010-06-01,2010.0,6.0,,,,,,RIYADH,Stumbled
262, Commercial,1058790791316,Commercial,,2013-08-01,2013.0,8.0,2017-03-31,2017.0,3.0,1338.0,,JEDDAH,Complete
263, Commercial,1058790791316,"Commercial, Governmental",,2009-05-01,2009.0,5.0,,,,,,RIYADH,Stumbled
264, Commercial,1058790791316,"Hotel, Commercial",,2015-06-28,2015.0,6.0,,,,,,JEDDAH,Under the construction
265, Commercial,1058790791316,"Commercial, Residential",,,,,,,,,22358.0,JEDDAH,Suggested projects
266, Commercial,1058790791316,"Commercial, Residential",685000000.0,2014-01-13,2014.0,1.0,,,,,375000.0,ALKHOBAR,Under the construction
267, Commercial,1058790791316,"Commercial, Educational",,,,,,,,,220000.0,MEDINA,Announced
268, Commercial,1058790791316,"Hotel, Commercial",,,,,2019-05-23,2019.0,5.0,,10000.0,KING ABDULLAH CITY,Announced
269, Commercial,1058790791316,"Commercial, Residential",155000000.0,2016-02-01,2016.0,2.0,2017-03-23,2017.0,3.0,416.0,30000.0,SDAIR,Late
270, Commercial,1058790791316,"Hotel, Commercial, Health",,2016-10-01,2016.0,10.0,,,,,122000.0,SDAIR,Under the construction
271, Commercial,1058790791316,"Commercial, Industrial",123750000.0,2016-06-07,2016.0,6.0,2017-10-10,2017.0,10.0,490.0,11000.0,BRAIDAH,Late
272, Commercial,1058790791316,"Commercial, Tourist",500000000.0,2016-11-09,2016.0,11.0,2019-04-04,2019.0,4.0,876.0,120000.0,ALTAIF,Complete
273, Commercial,1058790791316,"Commercial, Tourist",,2014-11-12,2014.0,11.0,2017-04-19,2017.0,4.0,889.0,15000.0,ALTAIF,Complete
274, Commercial,1058790791316,"Commercial, Educational",,2011-05-17,2011.0,5.0,,,,,1200000.0,"منطقة القصيم, البكيرية",Under the construction
275, Commercial,1058790791316,"Commercial, Tourist",,,,,,,,,41000.0,TABUK,Complete
276, Commercial,1058790791316,Commercial,,2017-01-01,2017.0,1.0,2017-12-31,2017.0,12.0,364.0,7554.0,RIYADH,Late
277, Commercial,1058790791316,"Commercial, Tourist",,2016-11-01,2016.0,11.0,2019-04-30,2019.0,4.0,910.0,88143.0,ALDAMMAM,Late
278, Commercial,1058790791316,"Commercial, Governmental",262609864.0,2016-02-23,2016.0,2.0,2019-06-30,2019.0,6.0,1223.0,,JEDDAH,Late
279, Commercial,1058790791316,"Commercial, Industrial",470000000.0,2013-01-01,2013.0,1.0,2016-05-31,2016.0,5.0,1246.0,57750.0,JEDDAH,Late
280, Commercial,1058790791316,"Commercial, Educational",,,,,,,,,880000.0,ALDHAHRAN,Announced
281, Commercial,1058790791316,Commercial,,2008-07-01,2008.0,7.0,2010-12-31,2010.0,12.0,913.0,,JEDDAH,Complete
282, Commercial,1058790791316,"Commercial, Educational",,,,,,,,,220000.0,JEDDAH,Announced
283, Commercial,1058790791316,"Commercial, Residential",,,,,,,,,17000.0,RIYADH,Announced
284, Commercial,1058790791316,"Commercial, Tourist",,2017-01-15,2017.0,1.0,,,,,20000.0,ALKHARJ,Under the construction
285, Commercial,1058790791316,"Hotel, Infrastructure, Commercial, Residential",,,,,,,,,,MECCA,Announced
286, Commercial,1058790791316,"Hotel, Commercial, Residential",,,,,,,,,469612.0,MECCA,Announced
287, Commercial,1058790791316,"Hotel, Commercial, Governmental, Residential",7000000000.0,,,,,,,,98562.0,MECCA,Announced
288, Commercial,1058790791316,"Hotel, Commercial, Residential, Health",,,,,,,,,,MECCA,Suggested projects
289, Commercial,1058790791316,Commercial,,2016-03-01,2016.0,3.0,2016-12-31,2016.0,12.0,305.0,34000.0,ALKHARJ,Complete
290, Commercial,1058790791316,Commercial,,2016-12-17,2016.0,12.0,2017-07-31,2017.0,7.0,226.0,15053.0,UNAYZAH,Complete
291, Commercial,1058790791316,"Commercial, Residential",,2010-04-01,2010.0,4.0,,,,,,RIYADH,Stumbled
292, Commercial,1058790791316,"Commercial, Residential",,2010-01-01,2010.0,1.0,,,,,,RIYADH,Stumbled
293, Commercial,1058790791316,Commercial,,2009-01-01,2009.0,1.0,2013-05-31,2013.0,5.0,1611.0,,ALDAMMAM,Complete
294, Commercial,1058790791316,"Commercial, Industrial",4200000000.0,2015-03-01,2015.0,3.0,2018-06-30,2018.0,6.0,1217.0,12000000.0,RIYADH,Late
295, Commercial,1058790791316,Commercial,,,,,2017-01-31,2017.0,1.0,,,RIYADH,Complete
296, Commercial,1058790791316,"Commercial, Residential",84000000.0,,,,2005-01-01,2005.0,1.0,,39000.0,ALKHOBAR,Complete
297, Commercial,1058790791316,Commercial,,2014-07-01,2014.0,7.0,2017-01-31,2017.0,1.0,945.0,,JEDDAH,Complete
298, Commercial,1058790791316,"Hotel, Commercial",,,,,2019-03-31,2019.0,3.0,,,JEDDAH,Announced
299, Commercial,1058790791316,Commercial,,,,,,,,,60000.0,RIYADH,Announced
300, Commercial,1058790791316,"Commercial, Tourist",,2016-05-01,2016.0,5.0,,,,,66000.0,Al QUWAIIYAH,Under the construction
301, Commercial,1058790791316,"Hotel, Commercial, Residential",,2015-01-01,2015.0,1.0,,,,,,JEDDAH,Under the construction
302, Commercial,1058790791316,Commercial,,,,,2015-11-01,2015.0,11.0,,16000.0,RIYADH,Complete
303, Commercial,1058790791316,Commercial,,2015-01-01,2015.0,1.0,,,,,10000.0,MEDINA,Under the construction
304, Commercial,1058790791316,Commercial,,,,,2016-12-01,2016.0,12.0,,15000.0,"TABUK, DHUBA",Complete
305, Commercial,1058790791316,Commercial,,2007-01-01,2007.0,1.0,2012-02-29,2012.0,2.0,1885.0,,JEDDAH,Complete
306, Commercial,1058790791316,Commercial,,2013-11-01,2013.0,11.0,,,,,32000.0,RIYADH,Under the construction
307, Commercial,1058790791316,"Commercial, Tourist",,,,,,,,,6000.0,RIYADH,Complete
308, Commercial,1058790791316,Commercial,,2011-05-01,2011.0,5.0,2016-02-29,2016.0,2.0,1765.0,,JEDDAH,Complete
309, Commercial,1058790791316,"Commercial, Residential",,2017-01-01,2017.0,1.0,,,,,3133.0,RIYADH,Under the construction
310, Commercial,1058790791316,Commercial,,2014-02-01,2014.0,2.0,2016-08-31,2016.0,8.0,942.0,10000.0,JEDDAH,Complete
311, Commercial,1058790791316,Commercial,5000000.0,,,,,,,,,ALDAMMAM,Under the construction
312, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Complete
313, Commercial,1058790791316,"Hotel, Commercial",,,,,,,,,,RIYADH,Under the construction
314, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Under the construction
315, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Announced
316, Commercial,1058790791316,"Hotel, Commercial, Educational, Residential",,2014-04-01,2014.0,4.0,,,,,,JEDDAH,Under the construction
317, Commercial,1058790791316,"Hotel, Commercial, Residential, Health",,2018-07-01,2018.0,7.0,2030-12-31,2030.0,12.0,4566.0,,MECCA,Announced
318, Commercial,1058790791316,Commercial,,,,,,,,,750.0,RIYADH,Under the construction
319, Commercial,1058790791316,"Hotel, Commercial, Residential",234000000.0,2016-01-01,2016.0,1.0,,,,,,JEDDAH,Under the construction
320, Commercial,1058790791316,"Commercial, Residential",,2016-01-01,2016.0,1.0,,,,,,JEDDAH,Under the construction
321, Commercial,1058790791316,Commercial,,,,,2015-12-31,2015.0,12.0,,,KING ABDULLAH CITY,Complete
322, Commercial,1058790791316,Commercial,,2015-06-01,2015.0,6.0,,,,,3840.0,JEDDAH,Under the construction
323, Commercial,1058790791316,Commercial,,2014-08-01,2014.0,8.0,2018-05-31,2018.0,5.0,1399.0,2260.0,JEDDAH,Complete
324, Commercial,1058790791316,"Commercial, Residential",430000000.0,,,,,,,,,JEDDAH,Under the construction
325, Commercial,1058790791316,Commercial,,,,,,,,,4700.0,RIYADH,Under the construction
326, Commercial,1058790791316,Commercial,,2015-02-01,2015.0,2.0,2018-12-31,2018.0,12.0,1429.0,10000.0,ALKHOBAR,Complete
327, Commercial,1058790791316,Commercial,700000.0,2017-03-01,2017.0,3.0,2017-06-01,2017.0,6.0,92.0,500.0,RIYADH,Late
328, Commercial,1058790791316,"Hotel, Commercial",,2015-12-24,2015.0,12.0,2017-06-01,2017.0,6.0,525.0,,YANBAA,Late
329, Commercial,1058790791316,Commercial,,2006-08-01,2006.0,8.0,2009-07-01,2009.0,7.0,1065.0,,JEDDAH,Complete
330, Commercial,1058790791316,Commercial,,2014-12-01,2014.0,12.0,,,,,,JEDDAH,Under the construction
331, Commercial,1058790791316,"Commercial, Tourist, Residential",,,,,,,,,40000.0,RIYADH,Announced
332, Commercial,1058790791316,"Commercial, Residential",,2017-08-01,2017.0,8.0,,,,,229685.0,RIYADH,Under the construction
333, Commercial,1058790791316,Commercial,100000000.0,2007-12-09,2007.0,12.0,2014-12-31,2014.0,12.0,2579.0,,JEDDAH,Stumbled
334, Commercial,1058790791316,"Hotel, Commercial",,,,,,,,,3200.0,RIYADH,Under the construction
335, Commercial,1058790791316,"Hotel, Commercial, Residential",,,,,,,,,180000.0,RIYADH,Under the construction
336, Commercial,1058790791316,"Commercial, Sports",,2015-05-01,2015.0,5.0,,,,,,ALKHOBAR,Under the construction
337, Commercial,1058790791316,"Commercial, Residential",,,,,,,,,37000.0,RIYADH,Announced
338, Commercial,1058790791316,"Hotel, Commercial, Residential",,2015-01-01,2015.0,1.0,2017-12-31,2017.0,12.0,1095.0,,RIYADH,Late
339, Commercial,1058790791316,"Hotel, Infrastructure, Commercial, Tourist, Governmental",90000000.0,,,,,,,,6000000.0,"MECCA, TAIF",Under the construction
340, Commercial,1058790791316,"Commercial, Residential",,2017-12-01,2017.0,12.0,,,,,214992.0,RIYADH,Under the construction
341, Commercial,1058790791316,Commercial,,,,,2019-03-01,2019.0,3.0,,28882.0,JEDDAH,Late
342, Commercial,1058790791316,"Commercial, Governmental, Charity, Sports, Residential",,2016-11-01,2016.0,11.0,2020-12-31,2020.0,12.0,1521.0,,JEDDAH,Under the construction
343, Commercial,1058790791316,"Hotel, Commercial",,,,,,,,,4222.0,RIYADH,Under the construction
344, Commercial,1058790791316,Commercial,,,,,,,,,4600.0,RIYADH,Under the construction
345, Commercial,1058790791316,Commercial,,,,,,,,,5033.0,RIYADH,Under the construction
346, Commercial,1058790791316,Commercial,,2014-11-01,2014.0,11.0,2018-04-30,2018.0,4.0,1276.0,2753.0,RIYADH,Complete
347, Commercial,1058790791316,Commercial,,2016-07-10,2016.0,7.0,2017-05-01,2017.0,5.0,295.0,14000.0,RIYADH,Late
348, Commercial,1058790791316,Commercial,,2015-01-01,2015.0,1.0,2015-10-15,2015.0,10.0,287.0,11104.0,LAYLA,Complete
349, Commercial,1058790791316,Commercial,100000000.0,2005-06-01,2005.0,6.0,2009-09-01,2009.0,9.0,1553.0,,ALKHOBAR,Complete
350, Commercial,1058790791316,Commercial,,2015-01-01,2015.0,1.0,2018-12-31,2018.0,12.0,1460.0,7100.0,JEDDAH,Complete
351, Commercial,1058790791316,Commercial,,,,,,,,,7767.0,RIYADH,Under the construction
352, Commercial,1058790791316,Commercial,,2016-03-01,2016.0,3.0,2016-11-30,2016.0,11.0,274.0,5936.0,RIYADH,Complete
353, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Suggested projects
354, Commercial,1058790791316,Commercial,,,,,,,,,5100.0,RIYADH,Suggested projects
355, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Under the construction
356, Commercial,1058790791316,Commercial,,,,,,,,,4096.0,RIYADH,Under the construction
357, Commercial,1058790791316,"Hotel, Commercial",300000000.0,2013-12-01,2013.0,12.0,,,,,,ABHA,Under the construction
358, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Under the construction
359, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Under the construction
360, Commercial,1058790791316,"Infrastructure, Commercial, Tourist, Residential, Health",1000000000.0,,,,,,,,,JEDDAH,Stumbled
361, Commercial,1058790791316,"Commercial, Residential",,,,,2017-06-30,2017.0,6.0,,35000.0,RIYADH,Late
362, Commercial,1058790791316,"Hotel, Commercial",,2012-03-01,2012.0,3.0,2017-11-30,2017.0,11.0,2100.0,18980.0,RIYADH,Late
363, Commercial,1058790791316,"Hotel, Commercial",,2010-01-01,2010.0,1.0,2018-01-01,2018.0,1.0,2922.0,21307.0,RIYADH,Late
364, Commercial,1058790791316,"Hotel, Commercial",,2014-12-15,2014.0,12.0,2017-12-31,2017.0,12.0,1112.0,6118.0,RIYADH,Late
365, Commercial,1058790791316,Commercial,,2017-06-25,2017.0,6.0,,,,,1650.0,RIYADH,Announced
366, Commercial,1058790791316,"Hotel, Commercial",,,,,2017-12-31,2017.0,12.0,,,RIYADH,Late
367, Commercial,1058790791316,Commercial,,,,,,,,,,JEDDAH,Announced
368, Commercial,1058790791316,"Hotel, Commercial",,2016-09-01,2016.0,9.0,,,,,13605.0,ALKHOBAR,Under the construction
369, Commercial,1058790791316,"Hotel, Commercial",,2016-10-01,2016.0,10.0,,,,,21666.0,RIYADH,Under the construction
370, Commercial,1058790791316,Commercial,,2016-11-01,2016.0,11.0,2018-10-31,2018.0,10.0,729.0,18000.0,RIYADH,Complete
371, Commercial,1058790791316,"Commercial, Tourist",,,,,2017-12-31,2017.0,12.0,,8500.0,RIYADH,Late
372, Commercial,1058790791316,"Commercial, Residential",,,,,,,,,4800.0,RIYADH,Under the construction
373, Commercial,1058790791316,Commercial,,,,,,,,,,JEDDAH,Suggested projects
374, Commercial,1058790791316,"Commercial, Residential",,,,,,,,,,ALKHOBAR,Suggested projects
375, Commercial,1058790791316,"Commercial, Educational, Health",1500000000.0,,,,,,,,58000.0,MECCA,Announced
376, Commercial,1058790791316,"Infrastructure, Commercial, Tourist, Charity, Residential",,,,,,,,,,RIYADH,Announced
377, Commercial,1058790791316,"Commercial, Tourist",,,,,,,,,10540352.0,ALKHARJ,Announced
378, Commercial,1058790791316,"Hotel, Commercial",,2017-03-01,2017.0,3.0,,,,,1500.0,RIYADH,Under the construction
379, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Complete
380, Commercial,1058790791316,"Hotel, Commercial",,2016-11-01,2016.0,11.0,,,,,20000.0,"TABUK, أملج",Under the construction
381, Commercial,1058790791316,Commercial,900000000.0,,,,,,,,,RIYADH,Complete
382, Commercial,1058790791316,Commercial,,,,,2018-04-30,2018.0,4.0,,25996.0,JEDDAH,Late
383, Commercial,1058790791316,"Commercial, Tourist",,2017-01-01,2017.0,1.0,2017-05-31,2017.0,5.0,150.0,15353.0,RIYADH,Complete
384, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Under the construction
385, Commercial,1058790791316,"Hotel, Commercial",,,,,2019-07-31,2019.0,7.0,,47110.0,ALKHOBAR,Late
386, Commercial,1058790791316,Commercial,,2015-08-01,2015.0,8.0,2017-01-31,2017.0,1.0,549.0,870.0,RIYADH,Complete
387, Commercial,1058790791316,Commercial,,2016-10-01,2016.0,10.0,2017-09-01,2017.0,9.0,335.0,15118.0,JEDDAH,Late
388, Commercial,1058790791316,"Hotel, Commercial",,2017-06-01,2017.0,6.0,,,,,8047.0,JEDDAH,Under the construction
389, Commercial,1058790791316,Commercial,,2017-03-01,2017.0,3.0,,,,,6000.0,RIYADH,Announced
390, Commercial,1058790791316,"Commercial, Tourist",,,,,2019-09-01,2019.0,9.0,,248000.0,RIYADH,Announced
391, Commercial,1058790791316,Commercial,,,,,,,,,6765.0,JEDDAH,Announced
392, Commercial,1058790791316,"Commercial, Residential",,2017-11-01,2017.0,11.0,,,,,23812.0,RIYADH,Under the construction
393, Commercial,1058790791316,"Hotel, Commercial, Tourist",33000000000.0,,,,,,,,,RIYADH,Announced
394, Commercial,1058790791316,"Hotel, Commercial, Residential",130000000.0,,,,,,,,328516.0,JEDDAH,Complete
395, Commercial,1058790791316,Commercial,,,,,,,,,,JEDDAH,Under the construction
396, Commercial,1058790791316,Commercial,,,,,,,,,,JEDDAH,Suggested projects
397, Commercial,1058790791316,Commercial,,2017-01-01,2017.0,1.0,2017-07-27,2017.0,7.0,207.0,15000.0,RIYADH,Complete
398, Commercial,1058790791316,"Commercial, Residential",,,,,,,,,,JEDDAH,Under the construction
399, Commercial,1058790791316,Commercial,,,,,,,,,12780.0,RIYADH,Under the construction
400, Commercial,1058790791316,Commercial,,,,,,,,,1050.0,RIYADH,Announced
401, Commercial,1058790791316,Commercial,,2014-05-01,2014.0,5.0,2017-12-31,2017.0,12.0,1340.0,2200.0,JEDDAH,Late
402, Commercial,1058790791316,"Hotel, Commercial, Tourist, Residential",,,,,,,,,49813.0,ALKHOBAR,Announced
403, Commercial,1058790791316,"Commercial, Tourist",,2015-07-01,2015.0,7.0,2017-09-01,2017.0,9.0,793.0,4300.0,BRAIDAH,Complete
404, Commercial,1058790791316,"Hotel, Commercial",,2014-07-01,2014.0,7.0,2018-06-30,2018.0,6.0,1460.0,6500.0,ALHASSA,Late
405, Commercial,1058790791316,"Commercial, Tourist",,2014-07-01,2014.0,7.0,2017-04-26,2017.0,4.0,1030.0,56000.0,ALHASSA,Complete
406, Commercial,1058790791316,"Hotel, Commercial",,2013-12-01,2013.0,12.0,2018-04-01,2018.0,4.0,1582.0,18000.0,ALHASSA,Late
407, Commercial,1058790791316,"Hotel, Commercial",,2013-10-10,2013.0,10.0,2017-10-10,2017.0,10.0,1461.0,10441.0,ALHASSA,Late
408, Commercial,1058790791316,"Hotel, Commercial, Tourist",,2016-01-01,2016.0,1.0,2018-12-31,2018.0,12.0,1095.0,180000.0,RIYADH,Late
409, Commercial,1058790791316,"Commercial, Residential",,,,,,,,,,RIYADH,Suggested projects
410, Commercial,1058790791316,"Hotel, Commercial",,,,,,,,,200000.0,RIYADH,Under the construction
411, Commercial,1058790791316,Commercial,,2018-01-01,2018.0,1.0,2020-01-01,2020.0,1.0,730.0,55600.0,RIYADH,Under the construction
412, Commercial,1058790791316,"Infrastructure, Commercial, Governmental",,,,,,,,,55000000.0,ALHASSA,Announced
413, Commercial,1058790791316,"Commercial, Residential",,,,,,,,,,MECCA,Announced
414, Commercial,1058790791316,"Hotel, Commercial, Tourist, Residential, Health",,2016-08-01,2016.0,8.0,,,,,169684.0,JEDDAH,Under the construction
415, Commercial,1058790791316,Commercial,,,,,,,,,3600.0,RIYADH,Announced
416, Commercial,1058790791316,"Hotel, Infrastructure, Commercial, Tourist, Governmental",,,,,,,,,40468.5642,RIYADH,Under the construction
417, Commercial,1058790791316,"Commercial, Governmental",,,,,,,,,3750.0,RIYADH,Suggested projects
418, Commercial,1058790791316,"Commercial, Residential",,,,,,,,,6000.0,RIYADH,Under the construction
419, Commercial,1058790791316,"Commercial, Tourist",,2017-01-01,2017.0,1.0,,,,,10600.0,RIYADH,Under the construction
420, Commercial,1058790791316,"Commercial, Tourist",,2016-09-01,2016.0,9.0,,,,,4200.0,RIYADH,Under the construction
421, Commercial,1058790791316,"Hotel, Infrastructure, Commercial, Tourist, Educational, Charity, Sports, Residential, Health",4000000000.0,,,,,,,,,"ASEER, KAHMIS MUSHAIT",Announced
422, Commercial,1058790791316,"Hotel, Commercial",,,,,,,,,8000.0,BRAIDAH,Announced
423, Commercial,1058790791316,Commercial,,,,,2016-08-01,2016.0,8.0,,,ALDAMMAM,Complete
424, Commercial,1058790791316,"Commercial, Health",,2018-08-01,2018.0,8.0,,,,,21200.0,JEDDAH,Under the construction
425, Commercial,1058790791316,"Commercial, Health",450000000.0,2016-01-01,2016.0,1.0,2018-08-01,2018.0,8.0,943.0,6500.0,RIYADH,Late
426, Commercial,1058790791316,"Hotel, Commercial, Tourist",,,,,,,,,2000000.0,RIYADH,Announced
427, Commercial,1058790791316,"Commercial, Health",,2016-09-01,2016.0,9.0,2019-11-01,2019.0,11.0,1156.0,141320.0,RIYADH,Announced
428, Commercial,1058790791316,"Commercial, Health",100000000.0,2015-08-01,2015.0,8.0,2017-03-01,2017.0,3.0,578.0,20587.0,ALKHOBAR,Complete
