,sectors,sector_budgets,sector_num_projects,name_project,type_project,budget_project,startday_project,enddate_project,area_project,region_project,status_project,project_area,unit
1065, Governmental,1436611825301,461,مقر وزارة العمل والتنمية الاجتماعية – Ministry of Labor and Soc...                  ,Governmental,,,,224.000 مترمربع,RIYADH,Announced,224000.0,square meter
1066, Governmental,1436611825301,461,مقر هيئة التحقيق والادعاء العام – The Bureau Of Investigation and P...                  ,Governmental,,,,224.100 مترمربع,RIYADH,Announced,224100.0,square meter
1067, Governmental,1436611825301,461,ضاحية الاصفر في الأحساء –  Dahyat Al Asfar in Al-Ahsa                  ,"Infrastructure, Commercial, Governmental",,,,55.000.000 مترمربع,ALHASSA,Announced,55000000.0,square meter
1068, Governmental,1436611825301,461,تطوير حي الدحو – Addoho Quarter Renewal                  ,"Hotel, Infrastructure, Commercial, Tourist, Governmental",,,,10 acres,RIYADH,Under the construction,40468.5642,square meter
1069, Governmental,1436611825301,461,مبنى وزارة الخدمة المدنية – Ministry of Civil Services Building                  ,Governmental,284478441.0,11-03-2015,12-06-2018,"22,100 مترمربع",RIYADH,Stumbled,22100.0,square meter
1070, Governmental,1436611825301,461,قصر العارض للإحتفالات – AL-AREDH Ceremony Hall                  ,Governmental,500000000.0,16-12-2016,17-12-2018,,RIYADH,Announced,,square meter
1071, Governmental,1436611825301,461,برج شركة المياه الوطنية – NWC Tower                  ,"Commercial, Governmental",,,,3750 مترمربع,RIYADH,Suggested projects,3750.0,square meter
1072, Governmental,1436611825301,461,دراسة الأماكن العامة والطرق في مكة المكرمة – Makkah Public...                  ,"Infrastructure, Governmental",,,,,MECCA,Suggested projects,,square meter
1073, Governmental,1436611825301,461,معهد الأمير سعود الفيصل للدراسات الدبلوماسية – Prince S...                  ,Governmental,250000000.0,01-05-2014,01-05-2017,"46,000 مترمربع",RIYADH,Late,46000.0,square meter
1074, Governmental,1436611825301,461,منفذ الركاب بحالة عمار – Halat Ammar Pasenger Port                  ,"Infrastructure, Governmental",835310898.0,01-07-2015,09-06-2017,,TABUK,Announced,,square meter
1075, Governmental,1436611825301,461,مقر هيئة تطوير المدينة المنورة – Madinah Development Authority Headq...                  ,"Commercial, Governmental",,,,"11,656",MEDINA,Announced,,square meter
1076, Governmental,1436611825301,461,قصر طويق..نموذج حي لتطبيق معايير العمارة المحلية في صور...                  ,Governmental,,,,,RIYADH,Complete,,square meter
1077, Governmental,1436611825301,461,إسكان الدمام الجنوبي                  ,"Infrastructure, Governmental, Residential",1082741882.0,21-10-2013,11-10-2015,"5,901,351 مترمربع",ALDAMMAM,Late,5901351.0,square meter
1078, Governmental,1436611825301,461,إسكان الدمام الشمالي                  ,"Infrastructure, Governmental, Residential",669206017.0,30-09-2013,08-09-2015,"3,934,234 مترمربع",ALDAMMAM,Late,3934234.0,square meter
1079, Governmental,1436611825301,461,توسعة وزارة المالية                  ,Governmental,80000000.0,,,"3,200",JEDDAH,Suggested projects,,square meter
1080, Governmental,1436611825301,461,إسكان أبها – التعاون                  ,"Infrastructure, Governmental, Residential",378100000.0,21-01-2013,31-12-2015,999.774 مترمربع,ABHA,Late,999774.0,square meter
1081, Governmental,1436611825301,461,إسكان خميس مشيط                  ,"Infrastructure, Governmental, Residential",130304594.0,04-06-2014,24-05-2016,4.901.633 مترمربع,"ASEER, KAHMIS MUSHAIT",Late,4901633.0,square meter
1082, Governmental,1436611825301,461,إسكان جدة الأمير فواز الجنوبي –   Prince Fawaz Housing Project SOUTH...                  ,"Infrastructure, Governmental, Residential",480466305.0,09-09-2013,09-09-2015,"2,675,225 مترمربع",JEDDAH,Late,2675225.0,square meter
1083, Governmental,1436611825301,461,إسكان شمال مطار جدة                  ,"Infrastructure, Governmental, Residential",338494446.0,18-08-2013,17-08-2015,"1,999,999 مترمربع",JEDDAH,Late,1999999.0,square meter
1084, Governmental,1436611825301,461,جسر الجمرات – Jamarat Bridge                  ,"Governmental, Charity",4500000000.0,16-01-2006,07-11-2009,"358,000",MECCA,Complete,,square meter
1085, Governmental,1436611825301,461,ميناء جدة الإسلامي                  ,"Infrastructure, Commercial, Governmental",,01-01-1976,,"11,200,000",JEDDAH,Complete,,square meter
1086, Governmental,1436611825301,461,حديقة الجبيل الإقليمية                  ,"Tourist, Governmental",,,31-12-2030,40000000,AL-JUBAIL,Suggested projects,,square meter
1087, Governmental,1436611825301,461,كلية الجبيل الجامعية                  ,"Governmental, Residential, Scientific",,14-08-2015,31-12-2019,"2,000,000",ALJUBAIL,Under the construction,,square meter
1088, Governmental,1436611825301,461,الصالة الملكية                  ,"Infrastructure, Governmental",,,,"8,500",JEDDAH,Complete,,square meter
1089, Governmental,1436611825301,461,صالة الحجاج                  ,"Infrastructure, Governmental",4000000000.0,01-07-1975,31-12-1982,"400,000",JEDDAH,Complete,,square meter
1090, Governmental,1436611825301,461,قرية البيضاء المستدامة                  ,"Infrastructure, Governmental, Residential",,,,1000000,BAHRAH,Under the construction,,square meter
1091, Governmental,1436611825301,461,واحة الملك عبدالله للحوار الحضاري                  ,"Governmental, Charity",,,,,MECCA,Announced,,square meter
1092, Governmental,1436611825301,461,مركز الملك عبدالعزيز التاريخي                  ,"Tourist, Governmental",,,23-01-1999,440000 متر مربع,RIYADH,Complete,440000.0,square meter
1093, Governmental,1436611825301,461,سكن منسوبي وزارة الحرس الوطني                  ,"Commercial, Educational, Governmental, Charity, Residential, Health",1500000000.0,,31-12-2017,"718,468",KING ABDULLAH CITY,Late,,square meter
1094, Governmental,1436611825301,461,متحف جازان الإقليمي                  ,"Tourist, Governmental",,,,"10,800",JAZAN,Suggested projects,,square meter
1095, Governmental,1436611825301,461,‏المركز الإداري بعرقة                  ,Governmental,,,,,RIYADH,Announced,,square meter
1096, Governmental,1436611825301,461,المركز الإداري بالبطحاء                  ,Governmental,,,,١٣٨٠٠٠م٢,RIYADH,Announced,138000.0,square meter
1097, Governmental,1436611825301,461,المركز الإداري بالحاير – Administrative Centers Ha’ir                  ,Governmental,199999600.0,02-07-2014,03-12-2016,"٨٨,٨٢٥ مترمربع",RIYADH,Late,88825.0,square meter
1098, Governmental,1436611825301,461,المركز الإداري بنمار – Administrative Centers Namar                  ,Governmental,238642000.0,23-02-2013,28-07-2015,٧٩٤٦١ مترمربع,RIYADH,Late,79461.0,square meter
1099, Governmental,1436611825301,461,المركز الإداري بالعريجاء – Administrative Centers Uraiyja’a                  ,Governmental,203526950.0,23-02-2013,28-07-2015,"٧٨,٤٦٢ مترمربع",RIYADH,Late,78462.0,square meter
1100, Governmental,1436611825301,461,المركز الإداري بالعزيزية – Administrative Centers Aziziya                  ,Governmental,199665710.0,28-01-2014,30-06-2016,"٧٩,٩٧٥ مترمربع",RIYADH,Late,79975.0,square meter
1101, Governmental,1436611825301,461,المركز الإداري بالشفاء – Administrative Centers Shifa’a                  ,Governmental,163024140.0,23-02-2013,28-07-2015,"١٢٢,٨٢٩مترمربع",RIYADH,Late,122829.0,square meter
1102, Governmental,1436611825301,461,برج مستشفى الإيمان العام                  ,"Governmental, Health",,,,,RIYADH,Under the construction,,square meter
1103, Governmental,1436611825301,461,المركز الإداري بالسلي – Administrative Centers Al Sulai                  ,Governmental,170000000.0,01-01-2012,01-08-2016,120.477 مترمربع,RIYADH,Complete,120477.0,square meter
1104, Governmental,1436611825301,461,تطوير وتأهيل مركز الملك خالد الحضاري ببريدة                  ,Governmental,,,,,BRAIDAH,Under the construction,,square meter
1105, Governmental,1436611825301,461,المبنى الرئيسي لوزارة البيئة والمياة والزراعة بالرياض...                  ,Governmental,223477306.0,26-12-2012,30-12-2014,,RIYADH,Late,,square meter
1106, Governmental,1436611825301,461,الحرم الجامعي لجامعة بيشة                  ,"Educational, Governmental",,,,10.000.000 متر مربع,BISHA,Under the construction,10000000.0,square meter
1107, Governmental,1436611825301,461,مبنى بلدية عفيف                  ,Governmental,,,,,AFEEF,Under the construction,,square meter
1108, Governmental,1436611825301,461,المدينة الطبية الخاصة بوزارة الداخلية بمدينة الرياض ...                  ,"Governmental, Health",10367827110.0,30-06-2014,,2.500.000 مترمربع,RIYADH,Under the construction,2500000.0,square meter
1109, Governmental,1436611825301,461,مبنى بلدية خميس مشيط                  ,Governmental,38423469.0,,,15.000 مترمربع,"ASEER, KAHMIS MUSHAIT",Under the construction,15000.0,square meter
1110, Governmental,1436611825301,461,برج مياه خميس مشيط                  ,"Infrastructure, Tourist, Governmental",102288760.0,,04-04-2013,8000 مترمربع,"ASEER, KAHMIS MUSHAIT",Late,8000.0,square meter
1111, Governmental,1436611825301,461,مدينة الأمير محمد بن عبدالعزيز الطبية بالجوف – Prince Mo...                  ,"Governmental, Health",2500000000.0,16-04-2013,16-04-2022,2.000.000 مترمربع,SAKAKA,Under the construction,2000000.0,square meter
1112, Governmental,1436611825301,461,مقر الغرفة التجارية بحفر الباطن                  ,Governmental,10000000.0,01-10-2009,01-10-2015,2375  متر مربع,HAFAR ALBATIN,Complete,2375.0,square meter
1113, Governmental,1436611825301,461,مستشفى جامعة الملك فيصل – King Faisal University Hospital                  ,"Educational, Governmental, Health",492855427.0,07-01-2011,03-04-2017,145.000 مترمربع,ALHASSA,Late,145000.0,square meter
1114, Governmental,1436611825301,461,مدينة الملك فيصل الطبية – King Faisal Medical City                  ,"Governmental, Health",4200000000.0,01-02-2012,01-02-2019,1.500.000 متر مربع,ABHA,Late,1500000.0,square meter
1115, Governmental,1436611825301,461,مبنى العيادات الخارجية -مستشفى الملك فهد                  ,"Infrastructure, Governmental, Health",49947540.0,17-12-2012,17-12-2014,7500 متر مربع,MEDINA,Stumbled,7500.0,square meter
1116, Governmental,1436611825301,461,نفق طريق الملك عبدالله مع طريق الملك فهد وطريق الأمير ف...                  ,"Infrastructure, Governmental",400000000.0,,,2000 متر,BRAIDAH,Under the construction,2000.0,square meter
1117, Governmental,1436611825301,461,مقر الهيئة الملكية بينبع – Royal Commission Headquarters At Yanbu                  ,Governmental,299000000.0,01-05-2012,30-11-2016,44.372 مترمربع,YANBAA,Late,44372.0,square meter
1118, Governmental,1436611825301,461,إعادة تأهيل نفقي طريق الملك سعود المتقاطعين مع طريق ال�...                  ,"Infrastructure, Governmental",,27-05-2016,,,RIYADH,Under the construction,,square meter
1119, Governmental,1436611825301,461,مجمع نادي منسوبي الحرس الوطني بالرياض                  ,"Tourist, Governmental, Sports",,01-05-2016,01-05-2017,٢٥٠٠٠٠ م٢,RIYADH,Late,250000.0,square meter
1120, Governmental,1436611825301,461,جسر تقاطع شارع التخصصي مع طريق مكة المكرمة                  ,"Infrastructure, Governmental",70035899.0,06-07-2012,12-07-2016,1500 متر,RIYADH,Late,1500.0,square meter
1121, Governmental,1436611825301,461,مبنى أمانة محافظة الطائف                  ,"Infrastructure, Governmental",144000000.0,,,47.000 متر مربع,ALTAIF,Under the construction,47000.0,square meter
1122, Governmental,1436611825301,461,برج مياه عرعر                  ,"Infrastructure, Governmental",75000000.0,14-08-2014,,,ARAR,Under the construction,,square meter
1123, Governmental,1436611825301,461,المعهد الصناعي الثانوي -محافظة الغزالة                  ,"Educational, Governmental",32242388.0,01-05-2015,,,ALGHAZALA,Under the construction,,square meter
1124, Governmental,1436611825301,461,الكلية التقنية للبنات- محافظة الغزالة                  ,"Educational, Governmental",84966192.0,16-02-2015,,,ALGHAZALA,Under the construction,,square meter
1125, Governmental,1436611825301,461,استاد جامعة الملك فيصل                  ,"Governmental, Sports",80000000.0,01-02-2014,,50000 م2,ALHASSA,Under the construction,50000.0,square meter
1126, Governmental,1436611825301,461,المركز السعودي لزراعة الأعضاء ومركز الملك سلمان لأمرا�...                  ,"Governmental, Health",,,,12575 م2,RIYADH,Complete,12575.0,square meter
1127, Governmental,1436611825301,461,مستشفى الملك عبدالله التخصصي بالقصيم – King Abdullah Specialis...                  ,"Governmental, Health",,01-03-2016,01-03-2019,"1,339,000 مترمربع",BRAIDAH,Late,1339000.0,square meter
1128, Governmental,1436611825301,461,مؤسسة رعاية الفتيات- جازان                  ,Governmental,60000000.0,10-12-2014,12-11-2017,6700 متر مربع,JAZAN,Late,6700.0,square meter
1129, Governmental,1436611825301,461,مركز رعاية الأطفال المعوقين – The Center for Children with Special Nee...                  ,Governmental,16000000.0,27-02-2014,,10 الاف متر مربع,JAZAN,Under the construction,10000.0,square meter
1130, Governmental,1436611825301,461,مركز معارض الرياض الدولي                  ,"Commercial, Tourist, Educational, Governmental, Charity, Industrial",,,31-12-2008,"189,000 م2",RIYADH,Complete,189000.0,square meter
1131, Governmental,1436611825301,461,جامعة الملك سعود بن عبد العزيز للعلوم الصحية الرياض ̵...                  ,"Educational, Governmental, Health",,13-05-2008,23-04-2013,"6,000,000 م2",RIYADH,Complete,6000000.0,square meter
1132, Governmental,1436611825301,461,مقر وزارة التعليم – الرياض                  ,Governmental,524000000.0,08-07-2007,03-02-2010,"225,000 م2",RIYADH,Complete,225000.0,square meter
1133, Governmental,1436611825301,461,مشروع مجمع محاكم                  ,Governmental,,,,151000م٢,MECCA,Announced,151000.0,square meter
1134, Governmental,1436611825301,461,تطوير الموقع العام بجامعة شقراء                  ,"Infrastructure, Educational, Governmental",64631782.0,31-08-2012,20-07-2015,5.100.000 مترمربع,SHAQRA,Complete,5100000.0,square meter
1135, Governmental,1436611825301,461,جامعة حائل – Hail University                  ,"Infrastructure, Educational, Governmental",553000000.0,,,"9,000,000 متر مربع",HAIL,Under the construction,9000000.0,square meter
1136, Governmental,1436611825301,461,مبنى ديوان المراقبة العامة                  ,Governmental,16975981.0,08-09-2014,,,MEDINA,Under the construction,,square meter
1137, Governmental,1436611825301,461,شاطئ السيف – Saif Beach                  ,"Commercial, Tourist, Governmental, Sports",70200000.0,01-01-2015,26-01-2016,"350,000 م2",JEDDAH,Complete,350000.0,square meter
1138, Governmental,1436611825301,461,مدينة الخرج الرياضية – Al Kharj Sport Center                  ,"Governmental, Sports",119780085.0,28-08-2012,14-03-2015,"140,000",ALKHARJ,Stumbled,,square meter
1139, Governmental,1436611825301,461,مؤسسة رعاية الفتيات-حائل                  ,"Governmental, Charity",41039813.0,21-02-2015,,,HAIL,Under the construction,,square meter
1140, Governmental,1436611825301,461,مبنى المحكمة الجزائية                  ,Governmental,55677562.0,30-04-2014,,,HAIL,Under the construction,,square meter
1141, Governmental,1436611825301,461,المستشفى التخصصي جازان –  Jizan Specialized Hospital                  ,"Governmental, Health",719278164.0,24-12-2012,,"366,944 مترمربع",JAZAN,Under the construction,366944.0,square meter
1142, Governmental,1436611825301,461,برج جامعة جازان – Jazan University Tower                  ,"Commercial, Governmental",214000000.0,07-12-2012,23-02-2017,,JAZAN,Complete,,square meter
1143, Governmental,1436611825301,461,مركز الأبحاث الطبية بجامعة الملك سعود                  ,"Educational, Governmental, Scientific, Health",,,,12000,AD DIRIYAH,Under the construction,,square meter
1144, Governmental,1436611825301,461,طريق حائل -المدينة المنورة الجديد                  ,"Infrastructure, Governmental",,14-06-2006,14-06-2009,417 كيلو,"MEDINA, HAIL",Late,417000000.0,square meter
1145, Governmental,1436611825301,461,مدينة التدريب التكتيكي في بيشة                  ,Governmental,,,,"100,000 م2",ASEER,Under the construction,100000.0,square meter
1146, Governmental,1436611825301,461,مقر قوات درع الجزيرة العربي المشتركة بالرياض                  ,Governmental,,,,115000 م2,RIYADH,Under the construction,115000.0,square meter
1147, Governmental,1436611825301,461,مقر وكالة الأنباء السعودية – الرياض                  ,Governmental,147000000.0,09-11-2010,09-11-2012,"10,000 م2",RIYADH,Complete,10000.0,square meter
1148, Governmental,1436611825301,461,مجمع الدوائر الحكومية – Government Agencies Compound                  ,Governmental,3500000000.0,,,4.800.000 مترمربع,RIYADH,Under the construction,4800000.0,square meter
1149, Governmental,1436611825301,461,محطة توليد الطاقة الكهربائية المركبة المتكاملة في وعد...                  ,"Infrastructure, Governmental, Industrial",4666000000.0,01-02-2016,01-02-2019,,WAAD ALSHAMAL,Late,,square meter
1150, Governmental,1436611825301,461,محطة توليد الكهرباء الثانية عشر بالرياض                  ,"Infrastructure, Governmental, Industrial",5900000000.0,12-03-2012,12-03-2015,,RIYADH,Complete,,square meter
1151, Governmental,1436611825301,461,محطة توليد الكهرباء الثالثة عشر بالرياض                  ,"Infrastructure, Governmental, Industrial",10000000000.0,01-06-2015,01-06-2018,,RIYADH,Late,,square meter
1152, Governmental,1436611825301,461,متحف واحة القران الكريم – Quran Oasis Museum                  ,"Tourist, Governmental",,,,"200,000 متر مربع",MEDINA,Announced,200000.0,square meter
1153, Governmental,1436611825301,461,المستشفى الجامعي – جامعة حائل – University Hospital – Hail...                  ,Governmental,303000000.0,06-01-2011,,"228,000 متر مربع",HAIL,Under the construction,228000.0,square meter
1154, Governmental,1436611825301,461,اسكان الطلاب- جامعة جازان                  ,"Educational, Governmental, Residential",,,,,JAZAN,Under the construction,,square meter
1155, Governmental,1436611825301,461,ضاحية الملك عبدالله                  ,"Infrastructure, Governmental, Residential",,,,,JAZAN,Under the construction,,square meter
1156, Governmental,1436611825301,461,مستشفى النساء والولادة بجازان – Obstetric Gynecoloy & Pediatric...                  ,"Governmental, Health",270000000.0,14-04-2012,29-07-2017,"57,409 مترمربع",JAZAN,Late,57409.0,square meter
1157, Governmental,1436611825301,461,ترميم وتطوير المنطقة المحيطة بالقلعة الدوسرية                  ,"Tourist, Governmental",,06-09-2015,,,JAZAN,Under the construction,,square meter
1158, Governmental,1436611825301,461,مشروع المحكمة الجزائية                  ,Governmental,,28-06-2008,,100000 م2,RIYADH,Complete,100000.0,square meter
1159, Governmental,1436611825301,461,مقر هيئة الصحافيين السعوديين                  ,Governmental,,,,5300 م2,RIYADH,Complete,5300.0,square meter
1160, Governmental,1436611825301,461,مشروع المحكمة العامة                  ,Governmental,,01-04-1998,21-01-2001,,RIYADH,Complete,,square meter
1161, Governmental,1436611825301,461,مبنى دار الرعاية الأجتماعية- جازان                  ,Governmental,45960181.0,08-01-2015,11-12-2017,,JAZAN,Late,,square meter
1162, Governmental,1436611825301,461,محطة توليد ضبا الخضراء – The Green Duba Generating Station                  ,"Infrastructure, Governmental, Industrial",2500000000.0,01-03-2016,01-08-2018,,"TABUK, DHUBA",Late,,square meter
1163, Governmental,1436611825301,461,محطة التوليد الرابعة عشر بالرياض                  ,"Infrastructure, Governmental, Industrial",5633000000.0,01-06-2015,01-06-2018,,RIYADH,Late,,square meter
1164, Governmental,1436611825301,461,مبنى ديوان المراقبة العامة                  ,Governmental,20394940.0,12-06-2013,24-05-2017,,JAZAN,Complete,,square meter
1165, Governmental,1436611825301,461,مبنى أمانة جازان                  ,Governmental,91000000.0,25-10-2010,,,JAZAN,Under the construction,,square meter
1166, Governmental,1436611825301,461,مقر الهيئة العامة لسياحة والأثار -جازان                  ,Governmental,19875435.0,04-02-2015,,,JAZAN,Under the construction,,square meter
1167, Governmental,1436611825301,461,البرج الطبي للنساء والولادة بمدينة الملك عبدالعزيز ال�...                  ,"Governmental, Health",1201000000.0,01-09-2014,01-09-2017,,RIYADH,Late,,square meter
1168, Governmental,1436611825301,461,تطوير ميدان أبوظبي ( دوار القاعدة)                  ,"Infrastructure, Governmental",,,,,RIYADH,Announced,,square meter
1169, Governmental,1436611825301,461,مقر وزارة التجارة و الاستثمار والجهات التابعة لها (بار�...                  ,"Hotel, Governmental, Scientific",,,,"55,000 مترمربع",RIYADH,Suggested projects,55000.0,square meter
1170, Governmental,1436611825301,461,مشروع تحسين المنطقة المركزية لمدينة الباحة                  ,"Infrastructure, Commercial, Tourist, Governmental",,,,,ALBAHA,Under the construction,,square meter
1171, Governmental,1436611825301,461,الطريق الدائري لمدينة الباحة                  ,"Infrastructure, Governmental",2000000000.0,16-07-2007,,,ALBAHA,Under the construction,,square meter
1172, Governmental,1436611825301,461,دراسة تطوير طريق الثمامة                  ,"Infrastructure, Governmental",,,,18 كيلو متر,RIYADH,Announced,18000000.0,square meter
1173, Governmental,1436611825301,461,برنامج تطوير طريق الملك عبدالله (المرحلة الرابعة)                  ,"Infrastructure, Governmental",460966240.0,01-04-2014,01-04-2017,3.305 متر,RIYADH,Late,3305.0,square meter
1174, Governmental,1436611825301,461,برنامج تطوير طريق الملك عبدالله (المرحلة الثالثة)                  ,"Infrastructure, Governmental",,,,6.000 متر,RIYADH,Under the construction,6000.0,square meter
1175, Governmental,1436611825301,461,برنامج تطوير طريق الملك عبدالله (المرحلة الثانية)                  ,"Infrastructure, Governmental",410583088.0,01-12-2010,01-02-2014,8.826 متر,RIYADH,Complete,8826.0,square meter
1176, Governmental,1436611825301,461,برنامج تطوير طريق الملك عبدالله (المرحلة الاولى)                  ,"Infrastructure, Governmental",705000000.0,01-05-2008,01-05-2011,5280 متر,RIYADH,Complete,5280.0,square meter
1177, Governmental,1436611825301,461,جسر تقاطع طريق الملك عبدالعزيز مع طريق الملك عبدالله...                  ,"Infrastructure, Governmental",,01-11-2011,01-06-2013,1100 متر,RIYADH,Complete,1100.0,square meter
1178, Governmental,1436611825301,461,نفق طريق صلاح الدين الأيوبي مع طريق مكة المكرمة                  ,"Infrastructure, Governmental",148218176.0,01-08-2012,01-09-2015,1500 متر,RIYADH,Complete,1500.0,square meter
1179, Governmental,1436611825301,461,جسر طريق أبو بكر الصديق مع طريق الملك عبدالله                  ,"Infrastructure, Governmental",132361640.0,01-09-2011,01-02-2014,,RIYADH,Complete,,square meter
1180, Governmental,1436611825301,461,نفق طريق الملك عبدالعزيز مع طريق العروبة                  ,"Infrastructure, Governmental",,01-12-2011,01-02-2013,1000 متر,RIYADH,Complete,1000.0,square meter
1181, Governmental,1436611825301,461,تقاطع الطريق الدائري الشرقي مع طريق العروبة                  ,"Infrastructure, Governmental",102782440.0,01-02-2012,01-11-2013,335 متر,RIYADH,Complete,335.0,square meter
1182, Governmental,1436611825301,461,إسكان محافظة بدر                  ,"Infrastructure, Governmental, Residential",340135218.0,,,1479039,BADR,Suggested projects,,square meter
1183, Governmental,1436611825301,461,مدينة الملك عبد الله الاقتصادية – KAEC                  ,"Hotel, Infrastructure, Commercial, Tourist, Educational, Governmental, Charity, Sports, Residential, Scientific, Industrial, Health",375000000000.0,01-01-2005,31-12-2030,173 كم ²,KING ABDULLAH CITY,Under the construction,173000000.0,square meter
1184, Governmental,1436611825301,461,توسعة متنزه سد وادي نمار                  ,"Infrastructure, Tourist, Governmental",,,,130000 م2,RIYADH,Under the construction,130000.0,square meter
1185, Governmental,1436611825301,461,مشروع التأهيل البيئي لوادي لبن “المرحلة الأولى”                  ,"Infrastructure, Tourist, Governmental",,,10-04-2012,,RIYADH,Complete,,square meter
1186, Governmental,1436611825301,461,مشروع التأهيل البيئي لوادي نمار “المرحلة الأولى”...                  ,"Infrastructure, Tourist, Governmental",,,10-04-2012,,RIYADH,Complete,,square meter
1187, Governmental,1436611825301,461,مبنى محكمة التنفيذ -المدينة المنورة                  ,"Infrastructure, Governmental",55677569.0,02-05-2014,,,MEDINA,Under the construction,,square meter
1188, Governmental,1436611825301,461,مبنى هيئة الرقابة والتحقيق                  ,Governmental,35706933.0,01-09-2015,01-09-2017,,MEDINA,Late,,square meter
1189, Governmental,1436611825301,461,مترو مكة | محطة جبل الكعبة للنقل العام                  ,"Infrastructure, Governmental",,,,,MECCA,Under the construction,,square meter
1190, Governmental,1436611825301,461,مقر نماء المنورة – Namaa Almunawara’s Headquarter                  ,"Governmental, Charity",32797168.0,01-12-2015,28-05-2017,,MEDINA,Late,,square meter
1191, Governmental,1436611825301,461,معهد الملك عبدالله لتنقية النانو                  ,"Governmental, Scientific",,,,13.000 مترمربع,RIYADH,Stumbled,13000.0,square meter
1192, Governmental,1436611825301,461,مركز الملك عبدالعزيز الدولي للمؤتمرات – King Abdulaziz Confer...                  ,Governmental,,,08-02-2005,"165,000",RIYADH,Complete,,square meter
1193, Governmental,1436611825301,461,مجمع الخدمات المركزية للتوسعة المسجد الحرام                  ,"Infrastructure, Governmental",,01-04-2010,01-04-2014,84.000 مترمربع,MECCA,Complete,84000.0,square meter
1194, Governmental,1436611825301,461,برج قوات أمن المسجد الحرام – Security forces of the Grand Mosque Tower...                  ,Governmental,,01-03-2010,,,MECCA,Under the construction,,square meter
1195, Governmental,1436611825301,461,برج إسكان قوات الامن بالمسجد الحرام                  ,"Governmental, Residential",,,,"66,500 مترمربع",MECCA,Under the construction,66500.0,square meter
1196, Governmental,1436611825301,461,مستشفى المسجد الحرام (MHMH)                  ,"Governmental, Residential, Health",,,,"66,500 مترمربع",MECCA,Under the construction,66500.0,square meter
1197, Governmental,1436611825301,461,المدينة الجامعية لجامعة الملك سعود بن عبدالعزيز للعلو�...                  ,"Educational, Governmental, Scientific, Industrial",,13-05-2008,27-10-2014,,ALHASSA,Complete,,square meter
1198, Governmental,1436611825301,461,فندق ومنتجع ميلينيوم جيزان                  ,"Hotel, Governmental",225000000.0,01-12-2011,01-12-2016,100.000 متر مربع,JAZAN,Late,100000.0,square meter
1199, Governmental,1436611825301,461,فندق ميلينيوم الباحة – Millennium Hotel Baha                  ,"Hotel, Governmental",255000000.0,12-12-2011,12-12-2016,103.000 مترمربع,ALBAHA,Late,103000.0,square meter
1200, Governmental,1436611825301,461,توسعة مقر فرع معهد الإدارة العامة بالمنطقة الشرقية                  ,Governmental,128000000.0,,,22.000 متر مربع,ALDAMMAM,Announced,22000.0,square meter
1201, Governmental,1436611825301,461,فندف جامعة نجران                  ,"Hotel, Governmental",,,,,NAJRAN,Announced,,square meter
1202, Governmental,1436611825301,461,مقر الامن العام و وزارة الداخلية                  ,"Hotel, Governmental, Residential",,04-01-2015,29-12-2016,"530,000 m2",JEDDAH,Late,530000.0,square meter
1203, Governmental,1436611825301,461,مبنى المديرية العامة للمياة في حائل                  ,Governmental,61214794.0,01-11-2014,01-11-2016,,HAIL,Late,,square meter
1204, Governmental,1436611825301,461,فندق ملينيوم حائل                  ,"Hotel, Governmental",275000000.0,01-03-2010,01-03-2015,179.200 متر مربع,HAIL,Complete,179200.0,square meter
1205, Governmental,1436611825301,461,مبنى ديوان المراقبة العامه                  ,"Infrastructure, Governmental",16941400.0,01-12-2014,01-12-2016,,HAIL,Late,,square meter
1206, Governmental,1436611825301,461,مشروع اسكان تبوك 2                  ,"Governmental, Residential",,,,"950,000",TABUK,Under the construction,,square meter
1207, Governmental,1436611825301,461,مشروع اسكان تبوك 1                  ,"Governmental, Residential",180285366.0,,,"1,098,155",TABUK,Stumbled,,square meter
1208, Governmental,1436611825301,461,إسكان أعضاء هيئة التدريس جامعة تبوك                  ,"Governmental, Residential",,,,,TABUK,Under the construction,,square meter
1209, Governmental,1436611825301,461,طريق السعودية – عُمان الدولي                  ,"Infrastructure, Governmental",1623756000.0,01-05-2011,10-04-2016,566 كيلو متر,ALHASSA,Complete,566000000.0,square meter
1210, Governmental,1436611825301,461,متحف عسير الإقليمي – Asir Regional Museum                  ,"Tourist, Governmental",30474561.0,,01-04-2014,3400 متر مربع,ABHA,Complete,3400.0,square meter
1211, Governmental,1436611825301,461,جامع السودة                  ,"Governmental, Charity",43000000.0,,,,ABHA,Suggested projects,,square meter
1212, Governmental,1436611825301,461,حديقة مطار أبها                  ,"Tourist, Governmental",28000000.0,,,125.000 متر مربع,ABHA,Complete,125000.0,square meter
1213, Governmental,1436611825301,461,الواجهة البحرية لشاطيء الحريضة                  ,"Infrastructure, Tourist, Governmental",500000000.0,,,2.420.000متر مربع,ABHA,Under the construction,2420000.0,square meter
1214, Governmental,1436611825301,461,المركز الحضرى بأبها                  ,"Tourist, Governmental",130000000.0,,,500.000 مترمربع,ABHA,Under the construction,500000.0,square meter
1215, Governmental,1436611825301,461,تطوير وتأهيل وسط ابها                  ,"Infrastructure, Tourist, Governmental",650000000.0,,,2.621.164  متر مربع,ABHA,Under the construction,2621164.0,square meter
