,sectors,sector_budgets,sector_num_projects,name_project,type_project,budget_project,startday_project,enddate_project,area_project,region_project,status_project,project_area,unit
0, Commercial,1058790791316,902,برج غرفة الشرقية الاستثماري – Asharqia Chamber Investment Tower                  ,Commercial,335000000.0,03-07-2019,31-12-2021,"7,752 متر مربع",ALDAMMAM,Under the construction,7752.0,square meter
1, Commercial,1058790791316,902,مقر برايس ووتر هاوس كوبرز – PWC Headquarter                  ,"Commercial, Residential",,01-01-2010,,"8,000 متر مربع",RIYADH,Under the construction,8000.0,square meter
2, Commercial,1058790791316,902,مقر المدفوعات السعودية – Saudi Payment Headquarter                  ,"Commercial, Residential",1178000000.0,01-01-2009,31-12-2014,"19,500 متر مربع",RIYADH,Complete,19500.0,square meter
3, Commercial,1058790791316,902,الاحساء ستريب مول – Ahsa Strip Mall                  ,Commercial,,,,"19,888 متر مربع",ALHASSA,Announced,19888.0,square meter
4, Commercial,1058790791316,902,برج الدايل – Al-Dailh Tower                  ,"Hotel, Commercial",120000000.0,01-06-2019,31-03-2022,"3,651 متر مربع",JEDDAH,Under the construction,3651.0,square meter
5, Commercial,1058790791316,902,برج سماسكو – SMASCO Tower                  ,"Commercial, Residential",,,,"4,100 متر مربع",RIYADH,Suggested projects,4100.0,square meter
6, Commercial,1058790791316,902,بغلف افينيو – Baghlaf Avenue                  ,"Commercial, Residential",,,,,JEDDAH,Suggested projects,,square meter
7, Commercial,1058790791316,902,قرية العبيكان و ماسك – Obeikan & Masic Village                  ,"Hotel, Commercial, Industrial",,,,"163,000 متر مربع",RIYADH,Suggested projects,163000.0,square meter
8, Commercial,1058790791316,902,واحة الطائف – Taif Oasis                  ,"Hotel, Commercial",50000000.0,,,"7,940 متر مربع",ALTAIF,Suggested projects,7940.0,square meter
9, Commercial,1058790791316,902,دبل تري جدة – DoubleTree Jeddah                  ,"Hotel, Commercial",,,,"8,759 متر مربع",JEDDAH,Announced,8759.0,square meter
10, Commercial,1058790791316,902,بوكس بارك – Box Park                  ,Commercial,,,,"7,000 متر مربع",JEDDAH,Suggested projects,7000.0,square meter
11, Commercial,1058790791316,902,النخيل بلازا – Nakheel Plaza                  ,"Hotel, Commercial",,01-03-2017,,"15,252 متر مربع",ALTAIF,Under the construction,15252.0,square meter
12, Commercial,1058790791316,902,مركز الأبحاث – Think Tank                  ,"Hotel, Commercial, Tourist, Scientific",,,,,KING ABDULLAH CITY,Suggested projects,,square meter
13, Commercial,1058790791316,902,كيوبيك – QBIC                  ,Commercial,,01-07-2016,,"17,344 متر مربع",RIYADH,Under the construction,17344.0,square meter
14, Commercial,1058790791316,902,خطوات أبها – Abha Steps                  ,"Hotel, Commercial",,,,,ABHA,Suggested projects,,square meter
15, Commercial,1058790791316,902,أرض أبها – Abha Land                  ,Commercial,,,,,ABHA,Suggested projects,,square meter
16, Commercial,1058790791316,902,مجمع مكتبي – Office Complex                  ,Commercial,,,,,JEDDAH,Suggested projects,,square meter
17, Commercial,1058790791316,902,مجمع سكني – Housing Complex                  ,"Commercial, Residential",,,,"9,600 متر مربع",JEDDAH,Announced,9600.0,square meter
18, Commercial,1058790791316,902,كينج ووك – King Walk                  ,"Hotel, Commercial",,,,,JEDDAH,Announced,,square meter
19, Commercial,1058790791316,902,مطعم باب التراث – Bab Al-Turath Resturant                  ,Commercial,,,,,ABHA,Announced,,square meter
20, Commercial,1058790791316,902,شرفة – Shurfa                  ,Commercial,,01-07-2018,30-09-2019,"5,400 متر مربع",ABHA,Under the construction,5400.0,square meter
21, Commercial,1058790791316,902,شموخ بلازا – Shumok Plaza                  ,Commercial,,25-03-2017,,4744 متر مربع,ALDAMMAM,Under the construction,4744.0,square meter
22, Commercial,1058790791316,902,مول صاري – Sari Mall                  ,Commercial,,,,,JEDDAH,Suggested projects,,square meter
23, Commercial,1058790791316,902,مجمع متعدد الاستخدام – Mixed Use Complex                  ,"Hotel, Commercial",,01-07-2016,,"5,000 متر مربع",NAJRAN,Under the construction,5000.0,square meter
24, Commercial,1058790791316,902,مدينة الطيار – Al Tayyar City                  ,"Hotel, Commercial, Tourist",,,,"278,709 متر مربع",RIYADH,Suggested projects,278709.0,square meter
25, Commercial,1058790791316,902,مبنى ممشى التحلية – Tahlia Walk Building                  ,Commercial,,,,"1,600 متر مربع",JEDDAH,Announced,1600.0,square meter
26, Commercial,1058790791316,902,ساحة دان – Dan Plaza                  ,Commercial,,17-10-2018,,"20,000 متر مربع",MECCA,Under the construction,20000.0,square meter
27, Commercial,1058790791316,902,فندق ميلينيوم بليس – Millennium Place                  ,"Hotel, Commercial",,,,,RIYADH,Suggested projects,,square meter
28, Commercial,1058790791316,902,مجمع غراسيا – Gracia Complex                  ,Commercial,,01-06-2018,31-03-2019,"4,400 متر مربع",ALKHOBAR,Late,4400.0,square meter
29, Commercial,1058790791316,902,ايكيا الثمامة – IKEA Thumama                  ,Commercial,,,,"96,000 متر مربع",RIYADH,Announced,96000.0,square meter
30, Commercial,1058790791316,902,ذا كيرف مول – The Curve Mall                  ,Commercial,8000000.0,01-11-2018,,"12,000 متر مربع",ALDAMMAM,Under the construction,12000.0,square meter
31, Commercial,1058790791316,902,أبراج قناة البيلسان – Bay La Sun Canal Towers                  ,"Commercial, Residential",,,,"62,000 متر مربع",KING ABDULLAH CITY,Suggested projects,62000.0,square meter
32, Commercial,1058790791316,902,ذا ايليت – The Elite                  ,Commercial,,01-07-2015,31-03-2019,"9,700 متر مربع",RIYADH,Late,9700.0,square meter
33, Commercial,1058790791316,902,الملقا وارف – Al-Malqa Wharf                  ,"Hotel, Commercial",,,,4040 متر مربع,RIYADH,Announced,4040.0,square meter
34, Commercial,1058790791316,902,برج ميم – M Tower                  ,Commercial,,,,,JEDDAH,Announced,,square meter
35, Commercial,1058790791316,902,شرفات بارك الخير – Shorofat Park Alkhair                  ,Commercial,,01-06-2016,,"4,000 متر مربع",RIYADH,Under the construction,4000.0,square meter
36, Commercial,1058790791316,902,شرفات بارك الراكة – Shorofat Park Rakkah                  ,Commercial,,01-06-2018,,"52,600 متر مربع",ALKHOBAR,Under the construction,52600.0,square meter
37, Commercial,1058790791316,902,فندق دار جدة – Dar Jeddah Hotel                  ,"Hotel, Commercial",,,,2500 متر مربع,JEDDAH,Suggested projects,2500.0,square meter
38, Commercial,1058790791316,902,أسطبل بريدة – Buraydah Stables                  ,Commercial,,,,,BRAIDAH,Suggested projects,,square meter
39, Commercial,1058790791316,902,بارك ان الرياض العليا – Park Inn Riyadh Olaya                  ,"Hotel, Commercial",,01-11-2017,,"11,000 متر مربع",RIYADH,Under the construction,11000.0,square meter
40, Commercial,1058790791316,902,فندق خبتي جراند – Khabty Grand Hotel                  ,"Hotel, Commercial",,01-10-2013,,"5,500 متر مربع",BISHA,Under the construction,5500.0,square meter
41, Commercial,1058790791316,902,ثروات لوجستيك سيتي – Tharwat Logistic City                  ,"Commercial, Residential, Industrial",,01-05-2017,,"1,700,000 متر مربع",RIYADH,Under the construction,1700000.0,square meter
42, Commercial,1058790791316,902,صناعية الشمال – North Industrial                  ,"Commercial, Industrial",,01-03-2017,,"250,000 متر مربع",RIYADH,Under the construction,250000.0,square meter
43, Commercial,1058790791316,902,بن سكوير – Bin Square                  ,Commercial,,,,"2,747 متر مربع",JEDDAH,Announced,2747.0,square meter
44, Commercial,1058790791316,902,مجمع داينمك – Dynamic Complex                  ,Commercial,,,,"4,731 متر مربع",JEDDAH,Announced,4731.0,square meter
45, Commercial,1058790791316,902,حلم أبها  –  The Dream of Abha                  ,"Hotel, Infrastructure, Commercial, Tourist, Governmental",,,,"17,000,000 متر مربع",ABHA,Suggested projects,17000000.0,square meter
46, Commercial,1058790791316,902,سيتي فيوز 2- City Views 2                  ,"Hotel, Commercial, Residential",,,,"32,645 متر مربع",KING ABDULLAH CITY,Announced,32645.0,square meter
47, Commercial,1058790791316,902,تلال أبها – Tilal Abha                  ,"Hotel, Commercial, Residential",206250000.0,01-02-2017,,"18,213 متر مريع",ABHA,Under the construction,18213.0,square meter
48, Commercial,1058790791316,902,فنادق ايبيس و أداجيو و نوفوتيل الأندلس –  Novotel & Ibis...                  ,"Hotel, Commercial",,,,"9,500 متر مربع",JEDDAH,Announced,9500.0,square meter
49, Commercial,1058790791316,902,مدينة الورود – Medinat Alwurud                  ,"Commercial, Residential",,01-01-2019,,"9,000,000 متر مربع",ALTAIF,Under the construction,9000000.0,square meter
50, Commercial,1058790791316,902,بن جلوي بارك – Bin Glawy Park                  ,Commercial,18750000.0,,,"8,000 متر مربع",ALKHOBAR,Suggested projects,8000.0,square meter
51, Commercial,1058790791316,902,ضاحية الحسينية – Al Husayniyah Subrub                  ,"Hotel, Infrastructure, Commercial, Tourist, Charity, Residential",,,,"7,541,130 متر مربع",MECCA,Announced,7541130.0,square meter
52, Commercial,1058790791316,902,ربى مكة – Ruba Makkah                  ,"Hotel, Commercial",,02-06-2018,06-10-2021,"3,989 متر مربع",MECCA,Under the construction,3989.0,square meter
53, Commercial,1058790791316,902,بارك ان الدمام ويست أفينيو – Park Inn Dammam West Avenue                  ,"Hotel, Commercial",,30-11-2017,31-12-2019,"8,300 متر مربع",ALDAMMAM,Under the construction,8300.0,square meter
54, Commercial,1058790791316,902,باك يارد – Back Yard                  ,Commercial,,,,"8,479 متر مربع",RIYADH,Under the construction,8479.0,square meter
55, Commercial,1058790791316,902,ردسي مول (التوسعة الثانية) – (Red Sea Mall (2nd Expansion                  ,"Commercial, Tourist",,03-08-2017,31-12-2018,"13,000 متر مربع",JEDDAH,Late,13000.0,square meter
56, Commercial,1058790791316,902,برج مكتبي طريق المدينة –  Madinah Road Office Tower                  ,Commercial,,,,2500 متر مربع,JEDDAH,Suggested projects,2500.0,square meter
57, Commercial,1058790791316,902,مركز جمعية النحالين – Beekeepers Cooperative Center                  ,Commercial,,18-04-2018,,,BALJURASHI,Under the construction,,square meter
58, Commercial,1058790791316,902,سيتي فيوز 1- City Views 1                  ,"Hotel, Commercial, Residential",,,,"40,391 متر مربع",KING ABDULLAH CITY,Announced,40391.0,square meter
59, Commercial,1058790791316,902,مجمع الأمير نايف بن عبدالعزيز – Prince Naif Bin Abdulaziz Complex...                  ,"Hotel, Commercial, Residential",,,,"405,898 متر مربع",MECCA,Suggested projects,405898.0,square meter
60, Commercial,1058790791316,902,سلطان غالريا – Sultan Galleria                  ,"Hotel, Commercial",,,,"15,000 متر مربع",JEDDAH,Announced,15000.0,square meter
61, Commercial,1058790791316,902,ياسمينا درايف – Yasmina Drive                  ,Commercial,,,,8800 متر مربع,RIYADH,Announced,8800.0,square meter
62, Commercial,1058790791316,902,النرجس سكوير – Alnarjes Square                  ,Commercial,,,,,RIYADH,Under the construction,,square meter
63, Commercial,1058790791316,902,الصفوة جاردن – Safwah Garden                  ,"Hotel, Commercial, Residential",,,,"207,212 متر مربع",JAZAN,Announced,207212.0,square meter
64, Commercial,1058790791316,902,منتجعات شرما – Sharma Resorts                  ,"Commercial, Tourist",,,,105،000 متر مربع,SHARMA,Announced,105000.0,square meter
65, Commercial,1058790791316,902,تكامل – Tkamul                  ,Commercial,,,,,RIYADH,Under the construction,,square meter
66, Commercial,1058790791316,902,أبراج الربيع – SPRING TOWER                  ,"Hotel, Commercial",,,,,RIYADH,Under the construction,,square meter
67, Commercial,1058790791316,902,مقر موبايلي – Mobily Center                  ,"Infrastructure, Commercial",600000000.0,03-07-2013,,,KING ABDULLAH CITY,Announced,,square meter
68, Commercial,1058790791316,902,مجمع الخليج السكني – Al Gulf Residence Compound                  ,"Commercial, Residential",112500000.0,,,"30,000 متر مربع",ALTAIF,Suggested projects,30000.0,square meter
69, Commercial,1058790791316,902,لبن بلازا – Laban Plaza                  ,Commercial,,01-11-2016,31-12-2017,7759 متر مربع,RIYADH,Complete,7759.0,square meter
70, Commercial,1058790791316,902,تطوير الفيصلية – Faysaliah Development                  ,"Commercial, Residential",,,,"17,000 متر مربع",JEDDAH,Suggested projects,17000.0,square meter
71, Commercial,1058790791316,902,بارك ان جدة – Park Inn Jeddah                  ,"Hotel, Commercial, Residential",,,,"20,000 متر مربع",JEDDAH,Announced,20000.0,square meter
72, Commercial,1058790791316,902,اتيلييه لافي – Atelier Lavie                  ,Commercial,,01-12-2017,,"28,800 متر مربع",JEDDAH,Under the construction,28800.0,square meter
73, Commercial,1058790791316,902,مجمع حمدان التجاري – Hammdan Commercial Complex                  ,Commercial,,,,"11,600 متر مربع",JEDDAH,Suggested projects,11600.0,square meter
74, Commercial,1058790791316,902,منصور رويال – Mansour Royal                  ,"Hotel, Commercial",,01-05-2016,,,MEDINA,Under the construction,,square meter
75, Commercial,1058790791316,902,مجمع مطاعم – Restaurant Complex                  ,Commercial,,23-03-2017,06-10-2018,8500 متر مربع,MEDINA,Late,8500.0,square meter
76, Commercial,1058790791316,902,راديسون بلو الإحساء – Radisson Blu Al Ahsa                  ,"Hotel, Commercial",,01-01-2013,,,ALHASSA,Under the construction,,square meter
77, Commercial,1058790791316,902,برج يوسف محمد ناغي – Yousef Muhammad Naghi Tower                  ,Commercial,45000000.0,01-02-2014,,1500 متر مربع,JEDDAH,Under the construction,1500.0,square meter
78, Commercial,1058790791316,902,الخريجي مول – EL KHERIJI SHOPPING MAL                  ,Commercial,,,,"15,700 متر مربع",ALKHOBAR,Announced,15700.0,square meter
79, Commercial,1058790791316,902,تال بلازا – Tal Plaza                  ,Commercial,,,,7000 مترمربع,RIYADH,Under the construction,7000.0,square meter
80, Commercial,1058790791316,902,سمارت بوليفارد – Smart Boulevard                  ,"Hotel, Commercial, Residential",,,,"380,000 متر مربع",ALDAMMAM,Announced,380000.0,square meter
81, Commercial,1058790791316,902,سمارت سكوير – SMART SQUARE                  ,"Hotel, Commercial",,,,140 ألف م2,RIYADH,Announced,140000.0,square meter
82, Commercial,1058790791316,902,برج رؤيا المالية – Vision Capital Tower                  ,"Hotel, Commercial",150000000.0,,,3563 متر مربع,JEDDAH,Announced,3563.0,square meter
83, Commercial,1058790791316,902,قرية البحر الأحمر – Red Sea Village                  ,"Hotel, Infrastructure, Commercial, Tourist, Residential",,,,"3,600,000 متر مربع",JEDDAH,Announced,3600000.0,square meter
84, Commercial,1058790791316,902,مجمع مطاعم – Restaurant Complex                  ,Commercial,,,,"10,000 متر مربع",RIYADH,Under the construction,10000.0,square meter
85, Commercial,1058790791316,902,القدية – Qiddiya                  ,"Hotel, Infrastructure, Commercial, Tourist, Sports, Residential",,29-04-2018,,334 كلم,QIDDIYA,Under the construction,334000000.0,square meter
86, Commercial,1058790791316,902,برج الانصاري – Ansari Tower                  ,Commercial,150000000.0,,,,ALKHOBAR,Announced,,square meter
87, Commercial,1058790791316,902,الجوهرة مول – ALJOHARAH MALL                  ,"Commercial, Tourist",,,,104.000 مترمربع,JEDDAH,Announced,104000.0,square meter
88, Commercial,1058790791316,902,قرية لابالما السكنية الثانية في الرياض – LaPalma Compound Riy...                  ,"Commercial, Residential",,,,78.000 مترمربع,RIYADH,Under the construction,78000.0,square meter
89, Commercial,1058790791316,902,تاون سكوير – Town Square                  ,"Commercial, Tourist",,01-05-2019,31-12-2020,37.917مترمربع,JEDDAH,Under the construction,37917.0,square meter
90, Commercial,1058790791316,902,مركز الترفيه العائلي – Family Entertainment Center                  ,"Commercial, Tourist",,01-06-2017,,9700 متر مربع,JEDDAH,Under the construction,9700.0,square meter
91, Commercial,1058790791316,902,الحرمين ستي سنتر – AL HARAMEEN CITY CENTER                  ,Commercial,,,,97.016 مترمربع,JEDDAH,Announced,97016.0,square meter
92, Commercial,1058790791316,902,برج لو مداس – Le Mades Tower                  ,Commercial,,01-01-2016,,,ALKHOBAR,Under the construction,,square meter
93, Commercial,1058790791316,902,سنترو أنس – Centro Anas                  ,Commercial,,,,10.800مترمربع,RIYADH,Complete,10800.0,square meter
94, Commercial,1058790791316,902,سنترو كورنيش الخبر – Centro Corniche Khobar                  ,Commercial,,,01-01-2018,21.000مترمربع,ALKHOBAR,Complete,21000.0,square meter
95, Commercial,1058790791316,902,سنترو الجبيل – Centro Jubail                  ,Commercial,,,,15.000مترمربع,AL-JUBAIL,Complete,15000.0,square meter
96, Commercial,1058790791316,902,ركاء بلازا جابر – RAKA PLAZA JABER                  ,Commercial,,,,11.206 مترمربع,RIYADH,Announced,11206.0,square meter
97, Commercial,1058790791316,902,مليباري سكوير – Malibari Square                  ,Commercial,,,,2500 مترمربع,JEDDAH,Under the construction,2500.0,square meter
98, Commercial,1058790791316,902,ذا بارك – THE PARK                  ,Commercial,,,,25.755 مترمربع,RIYADH,Announced,25755.0,square meter
99, Commercial,1058790791316,902,الطائف بلازا – TAIF PLAZA                  ,Commercial,,,,23.736 مترمربع,ALTAIF,Announced,23736.0,square meter
100, Commercial,1058790791316,902,الربوة بلازا – AL RABWAH PLAZA                  ,Commercial,,,,21.585 مترمربع,RIYADH,Under the construction,21585.0,square meter
101, Commercial,1058790791316,902,توسعة مستشفى دلة النخيل – DALLAH HOSPITAL EXPANSIONS OF ALNAKHEEL                  ,"Commercial, Health",500000000.0,23-10-2014,15-06-2019,"14,500 مترمربع",RIYADH,Late,14500.0,square meter
102, Commercial,1058790791316,902,سنترو الخليج – Centro Khaleej                  ,Commercial,,01-01-2014,28-04-2016,21.000 مترمربع,ALDAMMAM,Complete,21000.0,square meter
103, Commercial,1058790791316,902,دايموند الخبر – diamond alkhobar malll                  ,Commercial,18000000.0,01-04-2018,01-04-2019,13250,ALKHOBAR,Announced,,square meter
104, Commercial,1058790791316,902,توليب إن المدينة الصناعية بجدة – Tulip Inn industrial city in Jeddah...                  ,"Hotel, Commercial",153000000.0,,,"17,000 متر مربع",JEDDAH,Under the construction,17000.0,square meter
105, Commercial,1058790791316,902,مجمع العقارية بالنرجس – Al-Akaria Complex in Narjis                  ,"Commercial, Residential",115780000.0,01-07-2016,31-05-2019,"25,570 متر مربع",RIYADH,Complete,25570.0,square meter
106, Commercial,1058790791316,902,مستشفى د. سليمان الحبيب بالصحافة – Dr. Sulaiman Al-Habib Hospital in AL...                  ,"Commercial, Health",2000000000.0,,,46.000 مترمربع,RIYADH,Announced,46000.0,square meter
107, Commercial,1058790791316,902,ضاحية فلل الرمال – Al Rimal Villas Complex                  ,"Commercial, Residential",538283964.0,01-11-2010,,"408,000 متر مربع",RIYADH,Under the construction,408000.0,square meter
108, Commercial,1058790791316,902,مجمع متعدد الاستخدام في طريق المدينة –  Mix Use Complex Madinah...                  ,"Hotel, Commercial, Residential",,01-08-2017,,,JEDDAH,Under the construction,,square meter
109, Commercial,1058790791316,902,مجمع رفاد للاعمال – Refad Business Park                  ,"Hotel, Commercial",,,,"42,000 مترمربع",ALKHOBAR,Announced,42000.0,square meter
110, Commercial,1058790791316,902,كليات الأصالة – Al Asala Colleges                  ,"Commercial, Educational",,,,"64,155 مترمربع",ALDAMMAM,Under the construction,64155.0,square meter
111, Commercial,1058790791316,902,لو برستيج – Le Prestige                  ,Commercial,,01-07-2009,31-05-2016,"59,970 متر مربع",JEDDAH,Complete,59970.0,square meter
112, Commercial,1058790791316,902,الضاحية سنتر – ALDAHIYAH CENTER                  ,Commercial,,01-05-2017,,,RIYADH,Under the construction,,square meter
113, Commercial,1058790791316,902,العليا بلازا – Olaya Plaza                  ,Commercial,,,01-06-2018,13.000 مترمربع,RIYADH,Late,13000.0,square meter
114, Commercial,1058790791316,902,برج الباحة – Al Baha Tower                  ,"Hotel, Commercial, Residential",218000000.0,,,,ALBAHA,Announced,,square meter
115, Commercial,1058790791316,902,مبنى الروضة – Rawdah Building                  ,"Commercial, Residential",,01-09-2017,,"4,787 متر مربع",JEDDAH,Under the construction,4787.0,square meter
116, Commercial,1058790791316,902,برج ذا بوس – The Boss Tower                  ,Commercial,,,,"2,400 متر مربع",RIYADH,Under the construction,2400.0,square meter
117, Commercial,1058790791316,902,مركز النجمة – Star Center                  ,"Hotel, Commercial",,,,,JEDDAH,Suggested projects,,square meter
118, Commercial,1058790791316,902,رؤى الحرم – Roa Al Haram                  ,"Hotel, Infrastructure, Commercial, Residential",,,31-12-2024,"854,000 متر مربع",MECCA,Announced,854000.0,square meter
119, Commercial,1058790791316,902,مطعم الباحة – Al Baha Resturant                  ,Commercial,,,,,ALBAHA,Suggested projects,,square meter
120, Commercial,1058790791316,902,برج منارة مكة – Manarah Makkah Tower                  ,"Hotel, Commercial, Residential",,,,"74,500 متر مربع",MECCA,Announced,74500.0,square meter
121, Commercial,1058790791316,902,روفان بلازا – Rovan Plaza                  ,Commercial,,11-08-2015,,,JEDDAH,Under the construction,,square meter
122, Commercial,1058790791316,902,فندق روزالي الرياض – Rosalie Hotels Riyadh                  ,"Hotel, Commercial",,01-07-2016,,6000 مترمربع,RIYADH,Under the construction,6000.0,square meter
123, Commercial,1058790791316,902,مول برج جدة – Jeddah Tower Mall                  ,"Commercial, Tourist",,,,"344,328 متر مربع",JEDDAH,Announced,344328.0,square meter
124, Commercial,1058790791316,902,مجمع متعدد الاستخدام – Mixed Use Complex                  ,"Commercial, Residential",,,,,JEDDAH,Suggested projects,,square meter
125, Commercial,1058790791316,902,مكتب الخطوط السعودية بمكة المكرمة – Saudi Airlines Office in Makk...                  ,Commercial,,,,2.000 مترمربع,MECCA,Announced,2000.0,square meter
126, Commercial,1058790791316,902,أوريكا سنتر – Ourika Center                  ,Commercial,,01-01-2017,31-12-2017,,BRAIDAH,Complete,,square meter
127, Commercial,1058790791316,902,ملاذ بلازا – Malath Plaza                  ,Commercial,,01-05-2016,,11.000 مترمربع,ALDAMMAM,Under the construction,11000.0,square meter
128, Commercial,1058790791316,902,مجمع الكلثم للأعمال – Alkaltham Business Park                  ,Commercial,,01-07-2017,,"18,000 مترمربع",ALKHOBAR,Under the construction,18000.0,square meter
129, Commercial,1058790791316,902,مبنى الصالحية – Al Salehia Building                  ,"Commercial, Charity, Residential",,,,"8,000 متر مربع",JEDDAH,Announced,8000.0,square meter
130, Commercial,1058790791316,902,مبنى سكني وتجاري – Commercial & Residential Complex                  ,"Commercial, Residential",,,,,JEDDAH,Under the construction,,square meter
131, Commercial,1058790791316,902,أبراج الكورنيش – Corniche Towers                  ,"Commercial, Residential",,,,,JEDDAH,Suggested projects,,square meter
132, Commercial,1058790791316,902,عنيزة بوليفارد – Boulevard Unayzah                  ,Commercial,,,,17.000 مترمربع,UNAYZAH,Announced,17000.0,square meter
133, Commercial,1058790791316,902,عرعر سيتي سنتر – Arar City Centre                  ,Commercial,,,,,ARAR,Announced,,square meter
134, Commercial,1058790791316,902,ستاند مول – Stand Alone Mall                  ,"Hotel, Commercial",,,,,ALKHOBAR,Under the construction,,square meter
135, Commercial,1058790791316,902,ابراج الانواء – Anwa Towers                  ,"Hotel, Commercial, Residential",,,,"50,000 متر مربع",JEDDAH,Announced,50000.0,square meter
136, Commercial,1058790791316,902,ركاء بلازا – RAKA PLAZA                  ,Commercial,,,,3731 م2,RIYADH,Announced,3731.0,square meter
137, Commercial,1058790791316,902,صحار – Sahar                  ,"Commercial, Educational, Charity, Residential, Health",4000000000.0,01-10-2006,,600.000 مترمربع,BRAIDAH,Under the construction,600000.0,square meter
138, Commercial,1058790791316,902,بيت الفن – Bayt Al Fann                  ,"Commercial, Tourist",,01-06-2017,,"8,500 متر مربع",JEDDAH,Under the construction,8500.0,square meter
139, Commercial,1058790791316,902,تطوير مدينة الملك فهد الساحلية – King Fahad Coastal City Development...                  ,"Hotel, Commercial, Governmental, Health",,,,"114,000 متر مربع",JEDDAH,Announced,114000.0,square meter
140, Commercial,1058790791316,902,أبراج ساحل البيلسان – Bay La Sun Coastal Towers                  ,"Hotel, Commercial, Residential",,,,"60,000 متر مربع",KING ABDULLAH CITY,Announced,60000.0,square meter
141, Commercial,1058790791316,902,"كمفورت سويت الأهلي جدة – COMFORT SUITES, AL AHLY                  ","Hotel, Commercial",,,31-12-2019,2200 مترمربع,JEDDAH,Announced,2200.0,square meter
142, Commercial,1058790791316,902,شرفات بارك حطين – Shrofat Park Hittin                  ,Commercial,,,,"11,000 مترمربع",RIYADH,Announced,11000.0,square meter
143, Commercial,1058790791316,902,"كمفورت سويت، طريق الملك جدة – COMFORT SUITES, KING ROAD JEDDAH                  ","Hotel, Commercial",,,31-12-2019,1200 مترمربع,JEDDAH,Under the construction,1200.0,square meter
144, Commercial,1058790791316,902,"كواليتي إن، روشان مول جدة – QUALITY INN, ROSHAN MALL                  ","Hotel, Commercial",,,31-12-2019,,JEDDAH,Announced,,square meter
145, Commercial,1058790791316,902,فندق نوفوتيل المركز المالي – Novotel Hotel KAFD                  ,"Hotel, Commercial",,,31-12-2020,3.200 مترمربع,RIYADH,Announced,3200.0,square meter
146, Commercial,1058790791316,902,المركز الحضاري الشرقي بمكة المكرمة                  ,"Hotel, Infrastructure, Commercial, Tourist, Governmental, Residential, Health",,,,460.000 مترمربع,MECCA,Announced,460000.0,square meter
147, Commercial,1058790791316,902,المركز الحضاري الجنوبي بمكة المكرمة                  ,"Hotel, Infrastructure, Commercial, Residential",,,,420.000 مترمربع,MECCA,Announced,420000.0,square meter
148, Commercial,1058790791316,902,فندق موڤنبيك وعد الشمال – Mövenpick Hotel Wa’ad Al Shamal                  ,"Hotel, Commercial",,,31-12-2018,42.000 مترمربع,WAAD ALSHAMAL,Late,42000.0,square meter
149, Commercial,1058790791316,902,شرفات بارك الندى – Shorofat Park Alnada                  ,Commercial,,01-01-2016,,"17,187 مترمربع",RIYADH,Under the construction,17187.0,square meter
150, Commercial,1058790791316,902,مركز الخياط الروضة – El Khayyat Center                  ,Commercial,,01-08-2012,31-12-2015,14.500 مترمربع,JEDDAH,Complete,14500.0,square meter
151, Commercial,1058790791316,902,فندق السحيم – SUHAIM HOTEL                  ,"Hotel, Commercial",,20-01-2016,,2200 مترمربع,ALDAMMAM,Under the construction,2200.0,square meter
152, Commercial,1058790791316,902,برج نابرك – NAPRC Tower                  ,"Hotel, Commercial",,,,,JEDDAH,Suggested projects,,square meter
153, Commercial,1058790791316,902,ابراج الصفوة – Safwa Towers                  ,"Hotel, Commercial, Charity",1000000000.0,01-03-2005,31-12-2009,"22,000 متر مربع",MECCA,Complete,22000.0,square meter
154, Commercial,1058790791316,902,برج التوحيد – Tawhed Tower                  ,"Hotel, Commercial",,01-09-2015,,,JEDDAH,Under the construction,,square meter
155, Commercial,1058790791316,902,كورتيارد باي ماريوت جدة – Courtyard Marriott Jeddah                  ,"Hotel, Commercial",,01-11-2012,31-12-2019,2650 مترمربع,JEDDAH,Under the construction,2650.0,square meter
156, Commercial,1058790791316,902,المقر –  Headquarte                  ,Commercial,,,,3870 متر مربع,RIYADH,Under the construction,3870.0,square meter
157, Commercial,1058790791316,902,بلدية محافظة الدرعية – Addiriyah Municipality                  ,"Commercial, Governmental",,01-01-2011,19-11-2015,7000 متر مربع,AD DIRIYAH,Complete,7000.0,square meter
158, Commercial,1058790791316,902,مجمع فندقي ومعارض – Hotel & Exhibition Complex                  ,"Hotel, Commercial",,01-09-2014,,,JEDDAH,Under the construction,,square meter
159, Commercial,1058790791316,902,الحوية بارك – Hawiya Park                  ,Commercial,,,,"80,000 متر مربع",ALTAIF,Announced,80000.0,square meter
160, Commercial,1058790791316,902,الحمراء – AL HAMRA                  ,"Hotel, Commercial",,,,"93,000 متر مربع",RIYADH,Announced,93000.0,square meter
161, Commercial,1058790791316,902,مقر شركة إدارة وإنماء المشاريع – PMDC HQ                  ,Commercial,,01-04-2013,31-03-2016,,JEDDAH,Complete,,square meter
162, Commercial,1058790791316,902,مستشفى الرازي – ALRAZI HOSPITAL                  ,"Commercial, Health",60000000.0,01-03-2017,31-03-2019,8887 متر مربع,ALHASSA,Late,8887.0,square meter
