sectors,sector_budgets,sector_num_projects,name_project,type_project,budget_project,startday_project,enddate_project,area_project,region_project,status_project
 تجاري,1058790791316,902,مجمع جنات الرياض – JANNAT COMPOUND RIYADH                  ,"فندقي, تجاري, ترفيهي/سياحي, تعليمي, رياضي, سكني, صحي",,,,4.200.000 مترمربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,مركز المعارض + المؤتمرات في مطار الملك خالد الدولي –...                  ,"فندقي, تجاري, ترفيهي/سياحي",,,,2.000.000 مترمربع,"منطقة الرياض, الرياض",معلن عنه
 تجاري,1058790791316,902,برج العثمان الفندقي – Al Othman Tower                  ,"فندقي, تجاري",,25-04-2016,04-10-2017,7011.48 مترمربع,"منطقة الرياض, الرياض",متأخر
 تجاري,1058790791316,902,مزدلفة مول – Muzdalifa Mall                  ,"تجاري, ترفيهي/سياحي",,,30-11-2017,"469,612 مترمربع","مكة المكرمة, منطقة مكة المكرمة",متأخر
 تجاري,1058790791316,902,جادة الجامعة – University Boulevard                  ,"تجاري, ترفيهي/سياحي",,01-10-2016,30-04-2019,"140,503 مترمربع","منطقة الرياض, الرياض",متأخر
 تجاري,1058790791316,902,ديار السلام – Diyar Al Salam                  ,"تجاري, سكني",,01-01-2015,31-03-2018,,"منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,حي جلمودة                  ,"البنية التحتية, تجاري, سكني",,01-01-2011,,,"المنطقة الشرقية, الجبيل",تحت الإنشاء
 تجاري,1058790791316,902,أرض مكة                  ,"فندقي, تجاري, سكني",,,,,"مكة المكرمة, منطقة مكة المكرمة",المشاريع المقترحة
 تجاري,1058790791316,902,أبراج الحناكي السكنية                  ,"تجاري, سكني",,,,"44,000","منطقة مكة المكرمة, جدة",معلن عنه
 تجاري,1058790791316,902,فندق دبل تري جازان – DoubleTree Hotel Jazan                  ,"فندقي, تجاري",,01-03-2015,01-03-2019,"13,700 مترمربع","منطقة جازان, جازان",متأخر
 تجاري,1058790791316,902,ستريب مول                  ,تجاري,40000000.0,,,"5,200","المنطقة الشرقية, الخبر",المشاريع المقترحة
 تجاري,1058790791316,902,أبراج بوابة التحلية                  ,"تجاري, رياضي, سكني",,,,"83,000","منطقة مكة المكرمة, جدة",المشاريع المقترحة
 تجاري,1058790791316,902,ميني بوليفار – Miniboulevard                  ,تجاري,,,,,"منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,حي تلال مكة                  ,"تجاري, سكني",,,,"1,266,000","مكة المكرمة, منطقة مكة المكرمة",تحت الإنشاء
 تجاري,1058790791316,902,مقر هيئة تطوير المدينة المنورة – Madinah Development Authority Headq...                  ,"تجاري, حكومي",,,,"11,656","منطقة المدينة المنورة, المدينة المنورة",معلن عنه
 تجاري,1058790791316,902,فلل أسكوت الرياض – Ascott Villas Riyadh                  ,"فندقي, تجاري",,25-07-2016,30-11-2017,42.000 مترمربع,"منطقة الرياض, الرياض",متأخر
 تجاري,1058790791316,902,الياسمين مول – Yasmin Mall                  ,"تجاري, ترفيهي/سياحي",,01-06-2012,01-03-2016,101.672 مترمربع,"منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,توسعة النخيل مول – الرياض                  ,"تجاري, ترفيهي/سياحي",,,31-10-2018,60.000 مترمربع,"منطقة الرياض, الرياض",معلن عنه
 تجاري,1058790791316,902,زهرة مول – Zahra Mall                  ,"تجاري, ترفيهي/سياحي",,,31-10-2017,101.334 مترمربع,"منطقة مكة المكرمة, جدة",معلن عنه
 تجاري,1058790791316,902,أبراج بكة – BAKKAH TOWER                  ,"فندقي, تجاري",,,,6550 مترمربع,"مكة المكرمة, منطقة مكة المكرمة",معلن عنه
 تجاري,1058790791316,902,أبراج كيه كيه                  ,"فندقي, تجاري",,,,,"منطقة مكة المكرمة, جدة",المشاريع المقترحة
 تجاري,1058790791316,902,كليات الغد الدولية للعلوم الصحية التطبيقية بالرياض ̵...                  ,"تجاري, تعليمي",,,30-09-2019,277000 مترمربع,"منطقة الرياض, الرياض",معلن عنه
 تجاري,1058790791316,902,كليات المعرفة – Almaarefa Colleges                  ,"تجاري, تعليمي",1500000000.0,,,"212,950 مترمربع","منطقة الرياض, الدرعية",معلن عنه
 تجاري,1058790791316,902,كورنيش الرياض                  ,"تجاري, ترفيهي/سياحي",,,,200.000 مترمربع,"منطقة الرياض, الرياض",معلن عنه
 تجاري,1058790791316,902,تاور تراس – Tower Terrace                  ,تجاري,,,,,"منطقة الرياض, الرياض",معلن عنه
 تجاري,1058790791316,902,ابراج ميراب الفندقية                  ,"فندقي, تجاري",,01-03-2016,,,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,مشروع إسكان الأفراد والموظفين (القرية العمالية) بغرب ا�...                  ,"تجاري, سكني",,01-12-2014,,710.877 متر مربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,أبراج الإجابة – Ejaba Towers                  ,"فندقي, تجاري",,,,"18,179","مكة المكرمة, منطقة مكة المكرمة",معلن عنه
 تجاري,1058790791316,902,مدينة مطار الملك عبدالعزيز الدولي                  ,"فندقي, تجاري, ترفيهي/سياحي, سكني, صحي",,19-09-2016,,"1,000,000 مترمربع","منطقة مكة المكرمة, جدة",معلن عنه
 تجاري,1058790791316,902,ميناء جدة الإسلامي                  ,"البنية التحتية, تجاري, حكومي",,01-01-1976,,"11,200,000","منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,تطوير درب الخليل                  ,"فندقي, تجاري, ديني/خيري, سكني",7000000000.0,,,"65,000","مكة المكرمة, منطقة مكة المكرمة",معلن عنه
 تجاري,1058790791316,902,موفنبيك التحلية – Mövenpick Hotel                  ,"فندقي, تجاري",,01-04-2016,28-02-2019,"7,273 متر مربع","منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,واحة الفنون –  Art Oasis                  ,"تجاري, ترفيهي/سياحي, سكني",120000000.0,,,"11,640 م2","منطقة الرياض, الرياض",المشاريع المقترحة
 تجاري,1058790791316,902,مجمع عدن – EDEN                  ,"تجاري, سكني",80000000.0,01-05-2015,30-06-2018,"5,000 متر مربع","منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,أبراج كيلو 7 بجدة – Jeddah Kilo 7                  ,"فندقي, تجاري, سكني",,,,,"منطقة مكة المكرمة, جدة",معلن عنه
 تجاري,1058790791316,902,مقر الهيئة السعودية للمهندسين                  ,تجاري,,,,2380 مترمربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,مركز النمر                  ,"تجاري, سكني",,,,11 الف م2,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,الصحافة سنتر                  ,تجاري,,,,12.000 مترمربع,"منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,التلال سنتر                  ,تجاري,,,,12.000 مترمربع,"منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,اليرموك سنتر                  ,تجاري,,,,10.067 مترمربع,"منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,جرير بلازا الرياض                  ,تجاري,,,,10.067 مترمربع,"منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,آجا بلازا                  ,تجاري,,,,"22,000 مترمربع","منطقة حائل, حائل",مكتمل
 تجاري,1058790791316,902,التعاون سكوير – AlTaawoun Square                  ,تجاري,,,,3.733 مترمربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,الحسن سكوير                  ,تجاري,,,31-08-2016,7.365 مترمربع,"منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,الثغر بلازا                  ,تجاري,,,30-06-2016,71.000 مترمربع,"منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,عود ديونز                  ,تجاري,,,,"10,258 متر مربع","منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,عود سكوير                  ,تجاري,,,,,"منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,مستشفى AMC للرعاية الطبية طويلة الأمد – AMC Long-Term Medical Car...                  ,"تجاري, صحي",400000000.0,01-08-2016,01-03-2018,"27,000 مترمربع","منطقة الرياض, الرياض",متأخر
 تجاري,1058790791316,902,مجمع سدرة للمطاعم – Sidra Mall Riyadh                  ,"تجاري, ترفيهي/سياحي",,01-04-2016,31-03-2018,"10,000 متر مربع","منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,القرية الطبية بالرياض – Medical Village Riyadh                  ,"فندقي, تجاري, تعليمي, سكني, صحي",,01-01-2016,,250.000 مترمربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,الوادي سكوير                  ,تجاري,,,01-03-2016,4.250 مترمربع,"منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,مول البساتين                  ,"فندقي, تجاري, ترفيهي/سياحي",,,31-12-2016,51.000 مترمربع,"منطقة الرياض, شقراء",متأخر
 تجاري,1058790791316,902,المجمعة مول – Almajmaah Mall                  ,"تجاري, ترفيهي/سياحي",,21-04-2014,31-12-2016,"40,000 مترمربع","منطقة الرياض, المجمعة",مكتمل
 تجاري,1058790791316,902,منتجع كراون بلازا الخبر – Crowne Plaza Resort Al Khobar                    ,"فندقي, تجاري",,,,47.600 مترمربع,"المنطقة الشرقية, الخبر",تحت الإنشاء
 تجاري,1058790791316,902,فندق المدعج بالخبر                  ,"فندقي, تجاري",,,,,"المنطقة الشرقية, الخبر",تحت الإنشاء
 تجاري,1058790791316,902,دونز سنتر                  ,"تجاري, ترفيهي/سياحي, سكني",,01-09-2015,,,"منطقة مكة المكرمة, جدة",ملغي
 تجاري,1058790791316,902,مركز 7060                  ,"فندقي, تجاري, سكني",,,,,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,الرويشد جراند مول – AL Roished Grand Mall                  ,"تجاري, ترفيهي/سياحي",,28-06-2014,,85.000 مترمربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,مبنى تجاري مستدام                  ,تجاري,24000000.0,01-03-2015,31-12-2015,,"المنطقة الشرقية, الظهران",متأخر
